"Step","visionary-plant-6 - step_crash","visionary-plant-6 - step_crash__MIN","visionary-plant-6 - step_crash__MAX"
"56336","1","1","1"
"56343","0","0","0"
"56350","1","1","1"
"56357","0","0","0"
"56364","0","0","0"
"56371","0","0","0"
"56378","0","0","0"
"56385","1","1","1"
"56392","0","0","0"
"56399","0","0","0"
"56406","0","0","0"
"56413","0","0","0"
"56420","0","0","0"
"56427","0","0","0"
"56434","1","1","1"
"56441","0","0","0"
"56448","0","0","0"
"56463","0","0","0"
"56470","0","0","0"
"56477","0","0","0"
"56484","0","0","0"
"56491","0","0","0"
"56498","0","0","0"
"56505","0","0","0"
"56512","0","0","0"
"56519","0","0","0"
"56526","0","0","0"
"56533","0","0","0"
"56540","0","0","0"
"56547","0","0","0"
"56554","0","0","0"
"56561","0","0","0"
"56568","0","0","0"
"56575","0","0","0"
"56582","0","0","0"
"56589","0","0","0"
"56596","0","0","0"
"56603","0","0","0"
"56610","0","0","0"
"56617","0","0","0"
"56624","0","0","0"
"56631","0","0","0"
"56638","0","0","0"
"56645","0","0","0"
"56652","0","0","0"
"56659","0","0","0"
"56666","0","0","0"
"56673","0","0","0"
"56680","0","0","0"
"56687","0","0","0"
"56698","0","0","0"
"56705","0","0","0"
"56712","0","0","0"
"56719","0","0","0"
"56726","0","0","0"
"56733","0","0","0"
"56740","0","0","0"
"56747","0","0","0"
"56754","0","0","0"
"56761","0","0","0"
"56768","0","0","0"
"56775","0","0","0"
"56782","0","0","0"
"56789","1","1","1"
"56796","0","0","0"
"56803","0","0","0"
"56810","0","0","0"
"56817","0","0","0"
"56824","0","0","0"
"56831","2","2","2"
"56838","0","0","0"
"56845","0","0","0"
"56852","0","0","0"
"56859","0","0","0"
"56866","0","0","0"
"56873","0","0","0"
"56880","1","1","1"
"56887","0","0","0"
"56894","0","0","0"
"56901","0","0","0"
"56908","0","0","0"
"56915","0","0","0"
"56922","0","0","0"
"56929","0","0","0"
"56936","0","0","0"
"56943","0","0","0"
"56950","0","0","0"
"56957","1","1","1"
"56964","0","0","0"
"56971","0","0","0"
"56978","0","0","0"
"56985","0","0","0"
"56992","0","0","0"
"56999","0","0","0"
"57006","0","0","0"
"57013","0","0","0"
"57020","0","0","0"
"57027","0","0","0"
"57034","0","0","0"
"57041","0","0","0"
"57048","0","0","0"
"57055","0","0","0"
"57062","0","0","0"
"57069","0","0","0"
"57076","0","0","0"
"57083","2","2","2"
"57090","0","0","0"
"57097","0","0","0"
"57104","0","0","0"
"57111","0","0","0"
"57118","0","0","0"
"57125","1","1","1"
"57132","0","0","0"
"57139","0","0","0"
"57146","0","0","0"
"57153","0","0","0"
"57160","0","0","0"
"57167","0","0","0"
"57174","0","0","0"
"57181","0","0","0"
"57188","0","0","0"
"57195","0","0","0"
"57202","0","0","0"
"57209","0","0","0"
"57216","0","0","0"
"57223","0","0","0"
"57230","0","0","0"
"57237","0","0","0"
"57244","0","0","0"
"57251","0","0","0"
"57258","0","0","0"
"57265","0","0","0"
"57272","0","0","0"
"57279","0","0","0"
"57286","0","0","0"
"57293","0","0","0"
"57300","0","0","0"
"57307","0","0","0"
"57314","0","0","0"
"57321","0","0","0"
"57328","0","0","0"
"57335","0","0","0"
"57342","1","1","1"
"57349","0","0","0"
"57356","0","0","0"
"57363","0","0","0"
"57370","0","0","0"
"57377","0","0","0"
"57384","0","0","0"
"57391","0","0","0"
"57398","0","0","0"
"57405","0","0","0"
"57412","0","0","0"
"57419","0","0","0"
"57426","0","0","0"
"57433","0","0","0"
"57448","0","0","0"
"57455","0","0","0"
"57462","0","0","0"
"57469","0","0","0"
"57476","0","0","0"
"57483","0","0","0"
"57490","0","0","0"
"57497","0","0","0"
"57504","0","0","0"
"57511","0","0","0"
"57518","0","0","0"
"57525","0","0","0"
"57532","0","0","0"
"57539","0","0","0"
"57546","0","0","0"
"57553","0","0","0"
"57560","0","0","0"
"57571","0","0","0"
"57578","0","0","0"
"57585","0","0","0"
"57592","0","0","0"
"57599","0","0","0"
"57606","0","0","0"
"57613","0","0","0"
"57620","0","0","0"
"57627","0","0","0"
"57634","0","0","0"
"57641","0","0","0"
"57648","0","0","0"
"57655","0","0","0"
"57662","1","1","1"
"57669","0","0","0"
"57676","0","0","0"
"57683","0","0","0"
"57690","0","0","0"
"57697","0","0","0"
"57704","0","0","0"
"57711","0","0","0"
"57718","0","0","0"
"57725","0","0","0"
"57732","0","0","0"
"57739","0","0","0"
"57746","0","0","0"
"57753","0","0","0"
"57760","0","0","0"
"57767","0","0","0"
"57774","0","0","0"
"57781","0","0","0"
"57788","0","0","0"
"57795","0","0","0"
"57802","0","0","0"
"57809","0","0","0"
"57816","0","0","0"
"57823","0","0","0"
"57830","0","0","0"
"57837","0","0","0"
"57844","0","0","0"
"57851","0","0","0"
"57858","0","0","0"
"57865","1","1","1"
"57872","0","0","0"
"57879","0","0","0"
"57886","0","0","0"
"57893","0","0","0"
"57900","0","0","0"
"57907","0","0","0"
"57914","0","0","0"
"57921","0","0","0"
"57928","0","0","0"
"57935","0","0","0"
"57942","0","0","0"
"57949","0","0","0"
"57956","0","0","0"
"57963","0","0","0"
"57970","0","0","0"
"57977","0","0","0"
"57984","0","0","0"
"57991","0","0","0"
"57998","0","0","0"
"58005","0","0","0"
"58012","0","0","0"
"58019","0","0","0"
"58026","0","0","0"
"58033","0","0","0"
"58040","0","0","0"
"58047","0","0","0"
"58054","0","0","0"
"58061","0","0","0"
"58068","0","0","0"
"58075","0","0","0"
"58082","0","0","0"
"58089","0","0","0"
"58096","0","0","0"
"58103","0","0","0"
"58110","0","0","0"
"58117","0","0","0"
"58124","0","0","0"
"58131","0","0","0"
"58138","0","0","0"
"58145","0","0","0"
"58152","0","0","0"
"58159","0","0","0"
"58166","0","0","0"
"58173","0","0","0"
"58180","0","0","0"
"58187","0","0","0"
"58194","0","0","0"
"58201","0","0","0"
"58208","0","0","0"
"58215","0","0","0"
"58222","0","0","0"
"58229","0","0","0"
"58236","0","0","0"
"58243","0","0","0"
"58250","0","0","0"
"58257","0","0","0"
"58264","0","0","0"
"58271","0","0","0"
"58278","0","0","0"
"58285","0","0","0"
"58292","0","0","0"
"58299","0","0","0"
"58306","0","0","0"
"58313","0","0","0"
"58320","0","0","0"
"58327","0","0","0"
"58334","0","0","0"
"58341","0","0","0"
"58348","0","0","0"
"58355","0","0","0"
"58362","0","0","0"
"58369","0","0","0"
"58376","0","0","0"
"58383","0","0","0"
"58390","0","0","0"
"58397","0","0","0"
"58404","0","0","0"
"58411","0","0","0"
"58418","0","0","0"
"58425","0","0","0"
"58432","0","0","0"
"58439","0","0","0"
"58446","0","0","0"
"58453","1","1","1"
"58460","0","0","0"
"58467","0","0","0"
"58474","0","0","0"
"58481","0","0","0"
"58488","0","0","0"
"58495","0","0","0"
"58502","0","0","0"
"58509","1","1","1"
"58516","0","0","0"
"58523","0","0","0"
"58530","0","0","0"
"58537","0","0","0"
"58544","0","0","0"
"58551","0","0","0"
"58558","0","0","0"
"58565","1","1","1"
"58572","0","0","0"
"58579","0","0","0"
"58586","0","0","0"
"58593","0","0","0"
"58600","0","0","0"
"58607","0","0","0"
"58614","0","0","0"
"58621","0","0","0"
"58628","0","0","0"
"58635","0","0","0"
"58642","0","0","0"
"58649","1","1","1"
"58656","0","0","0"
"58663","0","0","0"
"58670","0","0","0"
"58685","0","0","0"
"58692","0","0","0"
"58699","0","0","0"
"58706","0","0","0"
"58713","0","0","0"
"58720","0","0","0"
"58727","0","0","0"
"58734","0","0","0"
"58741","0","0","0"
"58748","0","0","0"
"58755","0","0","0"
"58762","0","0","0"
"58769","0","0","0"
"58776","0","0","0"
"58783","0","0","0"
"58790","0","0","0"
"58797","0","0","0"
"58804","0","0","0"
"58811","0","0","0"
"58818","0","0","0"
"58825","0","0","0"
"58832","0","0","0"
"58839","0","0","0"
"58846","0","0","0"
"58853","0","0","0"
"58860","0","0","0"
"58867","0","0","0"
"58874","0","0","0"
"58881","0","0","0"
"58888","0","0","0"
"58895","0","0","0"
"58902","0","0","0"
"58909","0","0","0"
"58916","0","0","0"
"58923","0","0","0"
"58930","0","0","0"
"58937","0","0","0"
"58944","1","1","1"
"58951","0","0","0"
"58958","0","0","0"
"58965","1","1","1"
"58972","0","0","0"
"58979","0","0","0"
"58986","0","0","0"
"58993","0","0","0"
"59000","0","0","0"
"59007","0","0","0"
"59014","0","0","0"
"59021","0","0","0"
"59028","0","0","0"
"59035","0","0","0"
"59042","0","0","0"
"59049","0","0","0"
"59056","0","0","0"
"59063","0","0","0"
"59070","0","0","0"
"59077","1","1","1"
"59084","0","0","0"
"59091","0","0","0"
"59098","0","0","0"
"59105","0","0","0"
"59112","0","0","0"
"59119","0","0","0"
"59126","0","0","0"
"59133","0","0","0"
"59140","0","0","0"
"59147","0","0","0"
"59154","0","0","0"
"59161","0","0","0"
"59168","0","0","0"
"59175","0","0","0"
"59182","0","0","0"
"59189","0","0","0"
"59196","0","0","0"
"59203","1","1","1"
"59210","0","0","0"
"59217","0","0","0"
"59224","0","0","0"
"59231","0","0","0"
"59238","0","0","0"
"59245","0","0","0"
"59252","0","0","0"
"59259","0","0","0"
"59266","0","0","0"
"59273","0","0","0"
"59280","0","0","0"
"59287","0","0","0"
"59294","0","0","0"
"59301","0","0","0"
"59308","1","1","1"
"59315","0","0","0"
"59322","0","0","0"
"59329","0","0","0"
"59336","1","1","1"
"59343","1","1","1"
"59350","1","1","1"
"59357","0","0","0"
"59364","0","0","0"
"59371","0","0","0"
"59378","0","0","0"
"59385","0","0","0"
"59392","0","0","0"
"59399","0","0","0"
"59406","0","0","0"
"59413","0","0","0"
"59420","0","0","0"
"59427","0","0","0"
"59434","1","1","1"
"59441","0","0","0"
"59448","0","0","0"
"59455","0","0","0"
"59462","0","0","0"
"59469","0","0","0"
"59476","0","0","0"
"59483","0","0","0"
"59490","0","0","0"
"59497","0","0","0"
"59504","0","0","0"
"59511","0","0","0"
"59518","0","0","0"
"59525","0","0","0"
"59532","0","0","0"
"59539","0","0","0"
"59546","0","0","0"
"59553","0","0","0"
"59560","0","0","0"
"59567","1","1","1"
"59574","0","0","0"
"59581","0","0","0"
"59588","0","0","0"
"59595","1","1","1"
"59602","0","0","0"
"59609","0","0","0"
"59616","0","0","0"
"59623","0","0","0"
"59630","0","0","0"
"59637","1","1","1"
"59644","0","0","0"
"59651","0","0","0"
"59658","0","0","0"
"59665","2","2","2"
"59672","0","0","0"
"59679","0","0","0"
"59686","0","0","0"
"59701","0","0","0"
"59708","0","0","0"
"59715","0","0","0"
"59722","0","0","0"
"59729","0","0","0"
"59736","0","0","0"
"59743","0","0","0"
"59750","0","0","0"
"59757","0","0","0"
"59764","0","0","0"
"59771","0","0","0"
"59778","0","0","0"
"59785","0","0","0"
"59796","0","0","0"
"59803","0","0","0"
"59810","0","0","0"
"59817","0","0","0"
"59824","0","0","0"
"59831","0","0","0"
"59838","0","0","0"
"59845","0","0","0"
"59852","0","0","0"
"59859","0","0","0"
"59866","0","0","0"
"59873","0","0","0"
"59880","0","0","0"
"59887","0","0","0"
"59894","0","0","0"
"59901","0","0","0"
"59908","0","0","0"
"59915","0","0","0"
"59922","0","0","0"
"59929","0","0","0"
"59936","0","0","0"
"59943","0","0","0"
"59950","0","0","0"
"59957","0","0","0"
"59964","0","0","0"
"59971","0","0","0"
"59978","0","0","0"
"59985","0","0","0"
"59992","0","0","0"
"59999","1","1","1"
"60006","0","0","0"
"60013","0","0","0"
"60020","0","0","0"
"60027","0","0","0"
"60034","1","1","1"
"60041","0","0","0"
"60048","0","0","0"
"60055","0","0","0"
"60062","0","0","0"
"60069","0","0","0"
"60076","0","0","0"
"60083","0","0","0"
"60090","0","0","0"
"60097","0","0","0"
"60104","0","0","0"
"60111","0","0","0"
"60118","0","0","0"
"60125","0","0","0"
"60132","0","0","0"
"60139","0","0","0"
"60146","0","0","0"
"60153","0","0","0"
"60160","0","0","0"
"60167","0","0","0"
"60174","0","0","0"
"60181","0","0","0"
"60188","0","0","0"
"60195","1","1","1"
"60202","0","0","0"
"60209","0","0","0"
"60216","2","2","2"
"60223","0","0","0"
"60230","0","0","0"
"60237","0","0","0"
"60244","0","0","0"
"60251","0","0","0"
"60258","0","0","0"
"60265","0","0","0"
"60272","0","0","0"
"60279","0","0","0"
"60286","0","0","0"
"60293","0","0","0"
"60300","0","0","0"
"60307","0","0","0"
"60314","0","0","0"
"60321","0","0","0"
"60328","0","0","0"
"60335","0","0","0"
"60342","0","0","0"
"60349","0","0","0"
"60356","0","0","0"
"60363","0","0","0"
"60370","0","0","0"
"60377","0","0","0"
"60384","0","0","0"
"60391","1","1","1"
"60398","0","0","0"
"60405","0","0","0"
"60412","1","1","1"
"60419","0","0","0"
"60426","0","0","0"
"60433","0","0","0"
"60440","0","0","0"
"60447","0","0","0"
"60454","0","0","0"
"60461","0","0","0"
"60468","0","0","0"
"60475","1","1","1"
"60482","0","0","0"
"60489","0","0","0"
"60496","1","1","1"
"60503","0","0","0"
"60510","0","0","0"
"60517","0","0","0"
"60524","0","0","0"
"60531","0","0","0"
"60538","0","0","0"
"60545","0","0","0"
"60552","0","0","0"
"60559","0","0","0"
"60566","0","0","0"
"60573","0","0","0"
"60580","0","0","0"
"60587","0","0","0"
"60594","0","0","0"
"60601","0","0","0"
"60608","0","0","0"
"60615","0","0","0"
"60622","0","0","0"
"60629","0","0","0"
"60636","0","0","0"
"60643","0","0","0"
"60650","0","0","0"
"60657","0","0","0"
"60664","0","0","0"
"60671","0","0","0"
"60678","0","0","0"
"60685","0","0","0"
"60692","0","0","0"
"60699","0","0","0"
"60706","0","0","0"
"60713","0","0","0"
"60720","0","0","0"
"60727","0","0","0"
"60734","0","0","0"
"60741","0","0","0"
"60748","0","0","0"
"60755","0","0","0"
"60762","0","0","0"
"60769","0","0","0"
"60776","1","1","1"
"60783","0","0","0"
"60790","0","0","0"
"60797","0","0","0"
"60804","0","0","0"
"60811","0","0","0"
"60818","0","0","0"
"60825","0","0","0"
"60832","0","0","0"
"60839","0","0","0"
"60846","0","0","0"
"60853","0","0","0"
"60860","0","0","0"
"60867","0","0","0"
"60874","0","0","0"
"60881","0","0","0"
"60888","0","0","0"
"60895","0","0","0"
"60910","0","0","0"
"60917","0","0","0"
"60924","0","0","0"
"60931","1","1","1"
"60938","0","0","0"
"60945","0","0","0"
"60952","0","0","0"
"60959","0","0","0"
"60966","0","0","0"
"60973","0","0","0"
"60980","0","0","0"
"60987","0","0","0"
"60994","0","0","0"
"61001","0","0","0"
"61008","0","0","0"
"61015","0","0","0"
"61022","0","0","0"
"61029","0","0","0"
"61036","0","0","0"
"61043","0","0","0"
"61050","0","0","0"
"61057","0","0","0"
"61064","0","0","0"
"61071","0","0","0"
"61078","0","0","0"
"61085","0","0","0"
"61092","0","0","0"
"61099","0","0","0"
"61106","0","0","0"
"61113","0","0","0"
"61120","0","0","0"
"61127","0","0","0"
"61134","1","1","1"
"61141","0","0","0"
"61148","0","0","0"
"61155","0","0","0"
"61162","0","0","0"
"61169","0","0","0"
"61176","0","0","0"
"61183","0","0","0"
"61190","0","0","0"
"61197","0","0","0"
"61204","0","0","0"
"61211","0","0","0"
"61218","0","0","0"
"61225","0","0","0"
"61232","0","0","0"
"61239","0","0","0"
"61246","1","1","1"
"61253","0","0","0"
"61260","0","0","0"
"61267","1","1","1"
"61274","0","0","0"
"61281","0","0","0"
"61288","0","0","0"
"61295","0","0","0"
"61302","0","0","0"
"61309","0","0","0"
"61316","0","0","0"
"61323","0","0","0"
"61330","0","0","0"
"61337","0","0","0"
"61344","0","0","0"
"61351","0","0","0"
"61358","0","0","0"
"61365","1","1","1"
"61372","0","0","0"
"61379","0","0","0"
"61386","0","0","0"
"61393","1","1","1"
"61400","0","0","0"
"61407","0","0","0"
"61414","0","0","0"
"61421","0","0","0"
"61428","0","0","0"
"61435","0","0","0"
"61442","0","0","0"
"61449","0","0","0"
"61456","0","0","0"
"61463","0","0","0"
"61470","0","0","0"
"61477","0","0","0"
"61484","0","0","0"
"61491","1","1","1"
"61498","0","0","0"
"61505","0","0","0"
"61512","0","0","0"
"61519","0","0","0"
"61526","0","0","0"
"61533","0","0","0"
"61540","0","0","0"
"61547","0","0","0"
"61554","0","0","0"
"61561","0","0","0"
"61568","0","0","0"
"61575","1","1","1"
"61582","0","0","0"
"61589","0","0","0"
"61596","0","0","0"
"61603","0","0","0"
"61610","1","1","1"
"61617","0","0","0"
"61624","0","0","0"
"61631","0","0","0"
"61638","0","0","0"
"61645","0","0","0"
"61652","1","1","1"
"61659","0","0","0"
"61666","0","0","0"
"61673","0","0","0"
"61680","0","0","0"
"61687","0","0","0"
"61694","0","0","0"
"61701","0","0","0"
"61708","0","0","0"
"61715","0","0","0"
"61722","0","0","0"
"61729","0","0","0"
"61736","0","0","0"
"61743","0","0","0"
"61750","0","0","0"
"61757","0","0","0"
"61764","0","0","0"
"61771","0","0","0"
"61778","0","0","0"
"61785","0","0","0"
"61792","0","0","0"
"61799","0","0","0"
"61806","0","0","0"
"61813","0","0","0"
"61820","0","0","0"
"61827","1","1","1"
"61834","0","0","0"
"61841","0","0","0"
"61848","0","0","0"
"61855","0","0","0"
"61862","0","0","0"
"61869","0","0","0"
"61876","0","0","0"
"61883","0","0","0"
"61890","0","0","0"
"61897","0","0","0"
"61904","0","0","0"
"61911","0","0","0"
"61918","0","0","0"
"61925","0","0","0"
"61932","0","0","0"
"61939","0","0","0"
"61946","0","0","0"
"61961","0","0","0"
"61968","0","0","0"
"61975","0","0","0"
"61982","0","0","0"
"61989","0","0","0"
"61996","0","0","0"
"62003","0","0","0"
"62010","0","0","0"
"62021","0","0","0"
"62028","0","0","0"
"62035","0","0","0"
"62042","0","0","0"
"62049","0","0","0"
"62056","0","0","0"
"62063","0","0","0"
"62070","0","0","0"
"62077","0","0","0"
"62084","0","0","0"
"62091","0","0","0"
"62098","0","0","0"
"62105","0","0","0"
"62112","0","0","0"
"62119","0","0","0"
"62126","0","0","0"
"62133","0","0","0"
"62140","0","0","0"
"62147","0","0","0"
"62154","0","0","0"
"62161","0","0","0"
"62168","0","0","0"
"62175","0","0","0"
"62182","0","0","0"
"62189","0","0","0"
"62196","0","0","0"
"62203","0","0","0"
"62210","0","0","0"
"62217","0","0","0"
"62224","0","0","0"
"62231","1","1","1"
"62238","0","0","0"
"62245","0","0","0"
"62252","0","0","0"
"62259","0","0","0"
"62266","0","0","0"
"62273","0","0","0"
"62280","0","0","0"
"62287","0","0","0"
"62294","0","0","0"
"62301","0","0","0"
"62308","0","0","0"
"62315","0","0","0"
"62322","0","0","0"
"62329","0","0","0"
"62336","0","0","0"
"62343","0","0","0"
"62350","0","0","0"
"62357","0","0","0"
"62364","1","1","1"
"62371","0","0","0"
"62378","0","0","0"
"62385","0","0","0"
"62392","0","0","0"
"62399","0","0","0"
"62406","0","0","0"
"62413","0","0","0"
"62420","0","0","0"
"62427","0","0","0"
"62434","0","0","0"
"62441","0","0","0"
"62448","1","1","1"
"62455","0","0","0"
"62462","1","1","1"
"62469","0","0","0"
"62476","0","0","0"
"62483","0","0","0"
"62490","0","0","0"
"62497","0","0","0"
"62504","0","0","0"
"62511","0","0","0"
"62518","0","0","0"
"62525","0","0","0"
"62532","0","0","0"
"62539","0","0","0"
"62546","1","1","1"
"62553","0","0","0"
"62560","0","0","0"
"62567","0","0","0"
"62574","0","0","0"
"62581","0","0","0"
"62588","0","0","0"
"62595","0","0","0"
"62602","0","0","0"
"62609","0","0","0"
"62616","0","0","0"
"62623","0","0","0"
"62630","0","0","0"
"62637","0","0","0"
"62644","0","0","0"
"62651","0","0","0"
"62658","0","0","0"
"62665","0","0","0"
"62672","0","0","0"
"62679","0","0","0"
"62686","0","0","0"
"62693","0","0","0"
"62700","0","0","0"
"62707","0","0","0"
"62714","0","0","0"
"62721","0","0","0"
"62728","0","0","0"
"62735","0","0","0"
"62742","0","0","0"
"62749","0","0","0"
"62756","0","0","0"
"62763","0","0","0"
"62770","0","0","0"
"62777","0","0","0"
"62784","0","0","0"
"62791","0","0","0"
"62798","0","0","0"
"62805","0","0","0"
"62812","0","0","0"
"62819","0","0","0"
"62826","0","0","0"
"62833","0","0","0"
"62840","0","0","0"
"62847","0","0","0"
"62854","0","0","0"
"62861","0","0","0"
"62868","0","0","0"
"62875","2","2","2"
"62882","0","0","0"
"62889","0","0","0"
"62896","0","0","0"
"62903","0","0","0"
"62910","0","0","0"
"62917","0","0","0"
"62924","0","0","0"
"62931","0","0","0"
"62938","0","0","0"
"62945","0","0","0"
"62952","0","0","0"
"62959","0","0","0"
"62966","0","0","0"
"62973","0","0","0"
"62980","0","0","0"
"62987","0","0","0"
"62994","0","0","0"
"63001","0","0","0"
"63008","0","0","0"
"63015","0","0","0"
"63022","0","0","0"
"63029","0","0","0"
"63036","0","0","0"
"63043","0","0","0"
"63050","1","1","1"
"63057","0","0","0"
"63064","0","0","0"
"63071","1","1","1"
"63078","0","0","0"
"63085","0","0","0"
"63092","0","0","0"
"63099","1","1","1"
"63106","0","0","0"
"63113","0","0","0"
"63128","0","0","0"
"63135","0","0","0"
"63142","0","0","0"
"63149","0","0","0"
"63156","0","0","0"
"63163","0","0","0"
"63170","0","0","0"
"63177","0","0","0"
"63184","0","0","0"
"63191","0","0","0"
"63198","1","1","1"
"63205","0","0","0"
"63212","0","0","0"
"63219","0","0","0"
"63226","0","0","0"
"63233","0","0","0"
"63240","0","0","0"
"63247","0","0","0"
"63254","1","1","1"
"63261","0","0","0"
"63268","0","0","0"
"63275","0","0","0"
"63282","0","0","0"
"63289","0","0","0"
"63296","0","0","0"
"63303","0","0","0"
"63310","0","0","0"
"63317","0","0","0"
"63324","0","0","0"
"63331","0","0","0"
"63338","0","0","0"
"63345","1","1","1"
"63352","0","0","0"
"63359","0","0","0"
"63366","0","0","0"
"63373","0","0","0"
"63380","0","0","0"
"63387","0","0","0"
"63394","0","0","0"
"63401","0","0","0"
"63408","0","0","0"
"63415","0","0","0"
"63422","0","0","0"
"63429","0","0","0"
"63436","0","0","0"
"63443","0","0","0"
"63450","0","0","0"
"63457","0","0","0"
"63464","0","0","0"
"63471","0","0","0"
"63478","0","0","0"
"63485","0","0","0"
"63492","0","0","0"
"63499","0","0","0"
"63506","0","0","0"
"63513","1","1","1"
"63520","0","0","0"
"63527","0","0","0"
"63534","0","0","0"
"63541","1","1","1"
"63548","0","0","0"
"63555","0","0","0"
"63562","0","0","0"
"63569","0","0","0"
"63576","1","1","1"
"63583","1","1","1"
"63590","0","0","0"
"63597","1","1","1"
"63604","0","0","0"
"63611","1","1","1"
"63618","0","0","0"
"63625","0","0","0"
"63632","0","0","0"
"63639","0","0","0"
"63646","0","0","0"
"63653","0","0","0"
"63660","0","0","0"
"63667","0","0","0"
"63674","0","0","0"
"63681","0","0","0"
"63688","1","1","1"
"63695","0","0","0"
"63702","0","0","0"
"63709","0","0","0"
"63716","0","0","0"
"63723","0","0","0"
"63730","0","0","0"
"63737","1","1","1"
"63744","0","0","0"
"63751","0","0","0"
"63758","0","0","0"
"63765","0","0","0"
"63772","0","0","0"
"63779","0","0","0"
"63786","0","0","0"
"63793","0","0","0"
"63800","0","0","0"
"63807","0","0","0"
"63814","0","0","0"
"63821","0","0","0"
"63828","0","0","0"
"63835","0","0","0"
"63842","0","0","0"
"63849","0","0","0"
"63856","0","0","0"
"63863","0","0","0"
"63870","0","0","0"
"63877","0","0","0"
"63884","0","0","0"
"63891","0","0","0"
"63898","0","0","0"
"63905","0","0","0"
"63912","0","0","0"
"63919","1","1","1"
"63926","0","0","0"
"63933","0","0","0"
"63940","0","0","0"
"63947","1","1","1"
"63954","0","0","0"
"63961","0","0","0"
"63968","0","0","0"
"63975","0","0","0"
"63982","1","1","1"
"63989","0","0","0"
"63996","0","0","0"
"64003","0","0","0"
"64010","0","0","0"
"64017","0","0","0"
"64024","0","0","0"
"64031","0","0","0"
"64038","0","0","0"
"64045","0","0","0"
"64052","0","0","0"
"64059","0","0","0"
"64066","0","0","0"
"64073","1","1","1"
"64080","0","0","0"
"64087","0","0","0"
"64094","0","0","0"
"64101","0","0","0"
"64108","0","0","0"
"64115","0","0","0"
"64122","0","0","0"
"64129","0","0","0"
"64136","0","0","0"
"64143","0","0","0"
"64150","0","0","0"
"64157","0","0","0"
"64164","0","0","0"
"64171","0","0","0"
"64178","0","0","0"
"64185","0","0","0"
"64192","0","0","0"
"64199","0","0","0"
"64206","0","0","0"
"64221","0","0","0"
"64228","0","0","0"
"64235","0","0","0"
"64242","0","0","0"
"64249","0","0","0"
"64256","0","0","0"
"64263","0","0","0"
"64270","0","0","0"
"64277","0","0","0"
"64284","0","0","0"
"64291","0","0","0"
"64298","0","0","0"
"64305","0","0","0"
"64312","0","0","0"
"64319","0","0","0"
"64330","0","0","0"
"64337","0","0","0"
"64344","0","0","0"
"64351","0","0","0"
"64358","0","0","0"
"64365","0","0","0"
"64372","1","1","1"
"64379","0","0","0"
"64386","0","0","0"
"64393","0","0","0"
"64400","0","0","0"
"64407","0","0","0"
"64414","0","0","0"
"64421","0","0","0"
"64428","0","0","0"
"64435","0","0","0"
"64442","0","0","0"
"64449","0","0","0"
"64456","0","0","0"
"64463","0","0","0"
"64470","0","0","0"
"64477","0","0","0"
"64484","0","0","0"
"64491","0","0","0"
"64498","0","0","0"
"64505","0","0","0"
"64512","0","0","0"
"64519","0","0","0"
"64526","0","0","0"
"64533","0","0","0"
"64540","0","0","0"
"64547","0","0","0"
"64554","0","0","0"
"64561","0","0","0"
"64568","0","0","0"
"64575","0","0","0"
"64582","0","0","0"
"64589","0","0","0"
"64596","0","0","0"
"64603","0","0","0"
"64610","0","0","0"
"64617","0","0","0"
"64624","0","0","0"
"64631","0","0","0"
"64638","0","0","0"
"64645","0","0","0"
"64652","0","0","0"
"64659","0","0","0"
"64666","0","0","0"
"64673","0","0","0"
"64680","0","0","0"
"64687","1","1","1"
"64694","0","0","0"
"64701","0","0","0"
"64708","0","0","0"
"64715","0","0","0"
"64722","0","0","0"
"64729","0","0","0"
"64736","0","0","0"
"64743","1","1","1"
"64750","0","0","0"
"64757","0","0","0"
"64764","0","0","0"
"64771","0","0","0"
"64778","0","0","0"
"64785","0","0","0"
"64792","0","0","0"
"64799","0","0","0"
"64806","0","0","0"
"64813","0","0","0"
"64820","0","0","0"
"64827","0","0","0"
"64834","0","0","0"
"64841","0","0","0"
"64848","0","0","0"
"64855","0","0","0"
"64862","0","0","0"
"64869","0","0","0"
"64876","0","0","0"
"64883","0","0","0"
"64890","0","0","0"
"64897","0","0","0"
"64904","0","0","0"
"64911","0","0","0"
"64918","0","0","0"
"64925","0","0","0"
"64932","0","0","0"
"64939","0","0","0"
"64946","0","0","0"
"64953","0","0","0"
"64960","0","0","0"
"64967","0","0","0"
"64974","0","0","0"
"64981","0","0","0"
"64988","0","0","0"
"64995","0","0","0"
"65002","0","0","0"
"65009","0","0","0"
"65016","0","0","0"
"65023","0","0","0"
"65030","0","0","0"
"65037","0","0","0"
"65044","0","0","0"
"65051","0","0","0"
"65058","0","0","0"
"65065","0","0","0"
"65072","0","0","0"
"65079","0","0","0"
"65086","0","0","0"
"65093","0","0","0"
"65100","0","0","0"
"65107","0","0","0"
"65114","0","0","0"
"65129","0","0","0"
"65136","0","0","0"
"65143","0","0","0"
"65150","0","0","0"
"65157","0","0","0"
"65164","0","0","0"
"65171","0","0","0"
"65178","0","0","0"
"65185","0","0","0"
"65192","0","0","0"
"65199","0","0","0"
"65206","0","0","0"
"65213","0","0","0"
"65220","0","0","0"
"65227","0","0","0"
"65234","0","0","0"
"65241","0","0","0"
"65248","0","0","0"
"65255","0","0","0"
"65262","0","0","0"
"65269","0","0","0"
"65276","0","0","0"
"65283","0","0","0"
"65290","0","0","0"
