"Step","visionary-plant-6 - step_crash","visionary-plant-6 - step_crash__MIN","visionary-plant-6 - step_crash__MAX"
"65297","0","0","0"
"65304","0","0","0"
"65311","0","0","0"
"65318","0","0","0"
"65325","0","0","0"
"65336","0","0","0"
"65343","0","0","0"
"65350","0","0","0"
"65357","0","0","0"
"65364","0","0","0"
"65371","0","0","0"
"65378","0","0","0"
"65385","0","0","0"
"65392","0","0","0"
"65399","0","0","0"
"65406","0","0","0"
"65413","0","0","0"
"65420","0","0","0"
"65427","1","1","1"
"65434","0","0","0"
"65441","0","0","0"
"65448","0","0","0"
"65455","0","0","0"
"65462","0","0","0"
"65469","0","0","0"
"65476","0","0","0"
"65483","0","0","0"
"65490","0","0","0"
"65497","0","0","0"
"65504","0","0","0"
"65511","0","0","0"
"65518","0","0","0"
"65525","0","0","0"
"65532","0","0","0"
"65539","0","0","0"
"65546","0","0","0"
"65553","0","0","0"
"65560","0","0","0"
"65567","0","0","0"
"65574","0","0","0"
"65581","0","0","0"
"65588","0","0","0"
"65595","0","0","0"
"65602","0","0","0"
"65609","0","0","0"
"65616","0","0","0"
"65623","1","1","1"
"65630","0","0","0"
"65637","0","0","0"
"65644","1","1","1"
"65651","0","0","0"
"65658","0","0","0"
"65665","0","0","0"
"65672","1","1","1"
"65679","0","0","0"
"65686","0","0","0"
"65693","0","0","0"
"65700","0","0","0"
"65707","0","0","0"
"65714","0","0","0"
"65721","0","0","0"
"65728","0","0","0"
"65735","0","0","0"
"65742","0","0","0"
"65749","0","0","0"
"65756","0","0","0"
"65763","0","0","0"
"65770","0","0","0"
"65777","0","0","0"
"65784","0","0","0"
"65791","0","0","0"
"65798","0","0","0"
"65805","0","0","0"
"65812","0","0","0"
"65819","0","0","0"
"65826","0","0","0"
"65833","0","0","0"
"65840","0","0","0"
"65847","0","0","0"
"65854","1","1","1"
"65861","0","0","0"
"65868","0","0","0"
"65875","0","0","0"
"65882","0","0","0"
"65889","0","0","0"
"65896","1","1","1"
"65903","0","0","0"
"65910","0","0","0"
"65917","0","0","0"
"65924","0","0","0"
"65931","0","0","0"
"65938","0","0","0"
"65945","0","0","0"
"65952","0","0","0"
"65959","0","0","0"
"65966","0","0","0"
"65973","0","0","0"
"65980","0","0","0"
"65987","0","0","0"
"65994","0","0","0"
"66001","0","0","0"
"66008","0","0","0"
"66015","0","0","0"
"66022","0","0","0"
"66029","0","0","0"
"66036","0","0","0"
"66043","0","0","0"
"66050","0","0","0"
"66057","0","0","0"
"66064","0","0","0"
"66071","0","0","0"
"66078","0","0","0"
"66085","0","0","0"
"66092","0","0","0"
"66099","0","0","0"
"66106","0","0","0"
"66113","0","0","0"
"66120","0","0","0"
"66127","0","0","0"
"66134","0","0","0"
"66141","1","1","1"
"66148","0","0","0"
"66155","1","1","1"
"66162","0","0","0"
"66169","0","0","0"
"66176","0","0","0"
"66183","0","0","0"
"66190","0","0","0"
"66197","0","0","0"
"66204","0","0","0"
"66211","0","0","0"
"66218","0","0","0"
"66225","0","0","0"
"66232","1","1","1"
"66239","0","0","0"
"66246","0","0","0"
"66253","0","0","0"
"66260","0","0","0"
"66267","0","0","0"
"66274","0","0","0"
"66281","0","0","0"
"66288","0","0","0"
"66295","0","0","0"
"66302","0","0","0"
"66309","0","0","0"
"66316","0","0","0"
"66323","0","0","0"
"66330","0","0","0"
"66337","0","0","0"
"66344","0","0","0"
"66351","0","0","0"
"66358","0","0","0"
"66365","0","0","0"
"66372","0","0","0"
"66379","0","0","0"
"66386","0","0","0"
"66393","0","0","0"
"66400","0","0","0"
"66407","0","0","0"
"66414","0","0","0"
"66421","0","0","0"
"66428","0","0","0"
"66443","1","1","1"
"66450","0","0","0"
"66457","0","0","0"
"66464","0","0","0"
"66471","0","0","0"
"66478","0","0","0"
"66485","0","0","0"
"66492","0","0","0"
"66499","0","0","0"
"66506","0","0","0"
"66513","0","0","0"
"66520","0","0","0"
"66527","0","0","0"
"66534","0","0","0"
"66541","0","0","0"
"66548","0","0","0"
"66555","0","0","0"
"66562","0","0","0"
"66569","0","0","0"
"66576","0","0","0"
"66583","0","0","0"
"66590","0","0","0"
"66597","1","1","1"
"66604","0","0","0"
"66611","0","0","0"
"66618","0","0","0"
"66625","0","0","0"
"66632","0","0","0"
"66639","0","0","0"
"66646","0","0","0"
"66653","0","0","0"
"66660","0","0","0"
"66667","0","0","0"
"66674","0","0","0"
"66681","0","0","0"
"66688","0","0","0"
"66695","0","0","0"
"66702","0","0","0"
"66709","0","0","0"
"66716","0","0","0"
"66723","0","0","0"
"66730","0","0","0"
"66737","0","0","0"
"66744","0","0","0"
"66751","0","0","0"
"66758","0","0","0"
"66765","1","1","1"
"66772","0","0","0"
"66779","0","0","0"
"66786","0","0","0"
"66793","0","0","0"
"66800","1","1","1"
"66807","0","0","0"
"66814","0","0","0"
"66821","0","0","0"
"66828","1","1","1"
"66835","1","1","1"
"66842","0","0","0"
"66849","0","0","0"
"66856","0","0","0"
"66863","0","0","0"
"66870","0","0","0"
"66877","1","1","1"
"66884","0","0","0"
"66891","0","0","0"
"66898","0","0","0"
"66905","0","0","0"
"66912","0","0","0"
"66919","0","0","0"
"66926","0","0","0"
"66933","0","0","0"
"66940","0","0","0"
"66947","0","0","0"
"66954","0","0","0"
"66961","0","0","0"
"66968","0","0","0"
"66975","0","0","0"
"66982","0","0","0"
"66989","0","0","0"
"66996","0","0","0"
"67003","0","0","0"
"67010","0","0","0"
"67017","0","0","0"
"67024","0","0","0"
"67031","0","0","0"
"67038","0","0","0"
"67045","0","0","0"
"67052","0","0","0"
"67059","0","0","0"
"67066","0","0","0"
"67073","0","0","0"
"67080","0","0","0"
"67087","0","0","0"
"67094","0","0","0"
"67101","0","0","0"
"67108","0","0","0"
"67115","0","0","0"
"67122","1","1","1"
"67129","0","0","0"
"67136","0","0","0"
"67143","0","0","0"
"67150","0","0","0"
"67157","0","0","0"
"67164","0","0","0"
"67171","1","1","1"
"67178","0","0","0"
"67185","0","0","0"
"67192","0","0","0"
"67199","0","0","0"
"67206","0","0","0"
"67213","0","0","0"
"67220","1","1","1"
"67227","0","0","0"
"67234","0","0","0"
"67241","0","0","0"
"67248","0","0","0"
"67255","0","0","0"
"67262","0","0","0"
"67269","0","0","0"
"67276","0","0","0"
"67283","0","0","0"
"67290","0","0","0"
"67297","0","0","0"
"67304","0","0","0"
"67311","0","0","0"
"67318","0","0","0"
"67325","0","0","0"
"67332","0","0","0"
"67339","0","0","0"
"67346","0","0","0"
"67353","0","0","0"
"67360","0","0","0"
"67367","0","0","0"
"67374","0","0","0"
"67389","0","0","0"
"67396","0","0","0"
"67403","0","0","0"
"67410","0","0","0"
"67417","0","0","0"
"67424","1","1","1"
"67431","0","0","0"
"67438","0","0","0"
"67445","0","0","0"
"67452","0","0","0"
"67459","0","0","0"
"67466","0","0","0"
"67473","2","2","2"
"67480","0","0","0"
"67487","0","0","0"
"67494","0","0","0"
"67501","0","0","0"
"67508","0","0","0"
"67515","0","0","0"
"67522","0","0","0"
"67533","0","0","0"
"67540","0","0","0"
"67547","0","0","0"
"67554","0","0","0"
"67561","0","0","0"
"67568","0","0","0"
"67575","0","0","0"
"67582","1","1","1"
"67589","0","0","0"
"67596","0","0","0"
"67603","0","0","0"
"67610","0","0","0"
"67617","0","0","0"
"67624","0","0","0"
"67631","0","0","0"
"67638","0","0","0"
"67645","1","1","1"
"67652","0","0","0"
"67659","0","0","0"
"67666","0","0","0"
"67673","0","0","0"
"67680","1","1","1"
"67687","0","0","0"
"67694","0","0","0"
"67701","0","0","0"
"67708","0","0","0"
"67715","0","0","0"
"67722","0","0","0"
"67729","0","0","0"
"67736","0","0","0"
"67743","0","0","0"
"67750","0","0","0"
"67757","0","0","0"
"67764","0","0","0"
"67771","0","0","0"
"67778","0","0","0"
"67785","0","0","0"
"67792","0","0","0"
"67799","0","0","0"
"67806","0","0","0"
"67813","1","1","1"
"67820","0","0","0"
"67827","0","0","0"
"67834","0","0","0"
"67841","0","0","0"
"67848","0","0","0"
"67855","0","0","0"
"67862","0","0","0"
"67869","0","0","0"
"67876","0","0","0"
"67883","0","0","0"
"67890","0","0","0"
"67897","0","0","0"
"67904","0","0","0"
"67911","0","0","0"
"67918","0","0","0"
"67925","0","0","0"
"67932","0","0","0"
"67939","0","0","0"
"67946","0","0","0"
"67953","0","0","0"
"67960","0","0","0"
"67967","0","0","0"
"67974","0","0","0"
"67981","0","0","0"
"67988","1","1","1"
"67995","0","0","0"
"68002","0","0","0"
"68009","0","0","0"
"68016","0","0","0"
"68023","0","0","0"
"68030","0","0","0"
"68037","0","0","0"
"68044","0","0","0"
"68051","0","0","0"
"68058","0","0","0"
"68065","0","0","0"
"68072","0","0","0"
"68079","0","0","0"
"68086","1","1","1"
"68093","0","0","0"
"68100","0","0","0"
"68107","1","1","1"
"68114","0","0","0"
"68121","0","0","0"
"68128","1","1","1"
"68135","0","0","0"
"68142","0","0","0"
"68149","0","0","0"
"68156","0","0","0"
"68163","0","0","0"
"68170","0","0","0"
"68177","0","0","0"
"68184","0","0","0"
"68191","0","0","0"
"68198","0","0","0"
"68205","0","0","0"
"68212","0","0","0"
"68219","0","0","0"
"68226","0","0","0"
"68233","0","0","0"
"68240","0","0","0"
"68247","0","0","0"
"68254","1","1","1"
"68261","0","0","0"
"68268","0","0","0"
"68275","0","0","0"
"68282","0","0","0"
"68289","0","0","0"
"68296","0","0","0"
"68303","1","1","1"
"68310","0","0","0"
"68317","0","0","0"
"68324","0","0","0"
"68331","0","0","0"
"68338","0","0","0"
"68345","0","0","0"
"68352","0","0","0"
"68359","0","0","0"
"68366","0","0","0"
"68373","0","0","0"
"68380","0","0","0"
"68387","0","0","0"
"68394","1","1","1"
"68401","0","0","0"
"68408","0","0","0"
"68415","0","0","0"
"68422","0","0","0"
"68429","0","0","0"
"68436","0","0","0"
"68443","0","0","0"
"68450","0","0","0"
"68457","0","0","0"
"68464","1","1","1"
"68471","0","0","0"
"68478","0","0","0"
"68485","0","0","0"
"68492","0","0","0"
"68499","0","0","0"
"68506","0","0","0"
"68513","0","0","0"
"68520","0","0","0"
"68527","0","0","0"
"68534","0","0","0"
"68541","0","0","0"
"68548","0","0","0"
"68555","0","0","0"
"68562","0","0","0"
"68569","0","0","0"
"68576","0","0","0"
"68583","1","1","1"
"68590","0","0","0"
"68597","0","0","0"
"68604","0","0","0"
"68611","0","0","0"
"68626","0","0","0"
"68633","0","0","0"
"68640","0","0","0"
"68647","1","1","1"
"68654","0","0","0"
"68661","0","0","0"
"68668","0","0","0"
"68675","0","0","0"
"68682","0","0","0"
"68689","0","0","0"
"68696","0","0","0"
"68703","0","0","0"
"68710","0","0","0"
"68717","0","0","0"
"68724","0","0","0"
"68731","0","0","0"
"68738","0","0","0"
"68745","0","0","0"
"68752","0","0","0"
"68759","0","0","0"
"68766","0","0","0"
"68773","1","1","1"
"68780","1","1","1"
"68787","0","0","0"
"68794","0","0","0"
"68801","0","0","0"
"68808","0","0","0"
"68815","0","0","0"
"68822","0","0","0"
"68829","0","0","0"
"68836","0","0","0"
"68843","0","0","0"
"68850","0","0","0"
"68857","0","0","0"
"68864","0","0","0"
"68871","0","0","0"
"68878","0","0","0"
"68885","0","0","0"
"68892","0","0","0"
"68899","0","0","0"
"68906","0","0","0"
"68913","0","0","0"
"68920","0","0","0"
"68927","0","0","0"
"68934","0","0","0"
"68941","0","0","0"
"68948","0","0","0"
"68955","0","0","0"
"68962","0","0","0"
"68969","0","0","0"
"68976","0","0","0"
"68983","0","0","0"
"68990","0","0","0"
"68997","0","0","0"
"69004","0","0","0"
"69011","0","0","0"
"69018","0","0","0"
"69025","0","0","0"
"69032","0","0","0"
"69039","0","0","0"
"69046","0","0","0"
"69053","0","0","0"
"69060","0","0","0"
"69067","0","0","0"
"69074","0","0","0"
"69081","0","0","0"
"69088","0","0","0"
"69095","0","0","0"
"69102","0","0","0"
"69109","0","0","0"
"69116","0","0","0"
"69123","0","0","0"
"69130","0","0","0"
"69137","0","0","0"
"69144","1","1","1"
"69151","0","0","0"
"69158","0","0","0"
"69165","0","0","0"
"69172","0","0","0"
"69179","0","0","0"
"69186","0","0","0"
"69193","0","0","0"
"69200","0","0","0"
"69207","0","0","0"
"69214","0","0","0"
"69221","1","1","1"
"69228","0","0","0"
"69235","1","1","1"
"69242","0","0","0"
"69249","1","1","1"
"69256","0","0","0"
"69263","1","1","1"
"69270","0","0","0"
"69277","1","1","1"
"69284","0","0","0"
"69291","0","0","0"
"69298","0","0","0"
"69305","0","0","0"
"69312","0","0","0"
"69319","0","0","0"
"69326","1","1","1"
"69333","0","0","0"
"69340","0","0","0"
"69347","0","0","0"
"69354","0","0","0"
"69361","0","0","0"
"69368","0","0","0"
"69375","0","0","0"
"69382","0","0","0"
"69389","0","0","0"
"69396","0","0","0"
"69403","0","0","0"
"69410","0","0","0"
"69417","0","0","0"
"69424","0","0","0"
"69431","0","0","0"
"69438","0","0","0"
"69445","0","0","0"
"69452","0","0","0"
"69459","0","0","0"
"69466","1","1","1"
"69473","0","0","0"
"69480","0","0","0"
"69487","0","0","0"
"69494","0","0","0"
"69501","0","0","0"
"69508","0","0","0"
"69515","0","0","0"
"69522","0","0","0"
"69529","0","0","0"
"69536","0","0","0"
"69543","0","0","0"
"69550","0","0","0"
"69557","0","0","0"
"69564","0","0","0"
"69571","0","0","0"
"69578","0","0","0"
"69585","0","0","0"
"69592","0","0","0"
"69599","0","0","0"
"69606","0","0","0"
"69613","0","0","0"
"69620","0","0","0"
"69627","0","0","0"
"69634","0","0","0"
"69649","0","0","0"
"69656","1","1","1"
"69663","0","0","0"
"69670","0","0","0"
"69677","1","1","1"
"69684","0","0","0"
"69691","0","0","0"
"69698","0","0","0"
"69705","0","0","0"
"69716","0","0","0"
"69723","0","0","0"
"69730","0","0","0"
"69737","0","0","0"
"69744","0","0","0"
"69751","0","0","0"
"69758","0","0","0"
"69765","0","0","0"
"69772","0","0","0"
"69779","0","0","0"
"69786","0","0","0"
"69793","0","0","0"
"69800","0","0","0"
"69807","0","0","0"
"69814","0","0","0"
"69821","0","0","0"
"69828","0","0","0"
"69835","0","0","0"
"69842","0","0","0"
"69849","1","1","1"
"69856","0","0","0"
"69863","0","0","0"
"69870","0","0","0"
"69877","0","0","0"
"69884","0","0","0"
"69891","0","0","0"
"69898","0","0","0"
"69905","0","0","0"
"69912","0","0","0"
"69919","0","0","0"
"69926","0","0","0"
"69933","0","0","0"
"69940","0","0","0"
"69947","0","0","0"
"69954","0","0","0"
"69961","0","0","0"
"69968","0","0","0"
"69975","0","0","0"
"69982","0","0","0"
"69989","0","0","0"
"69996","0","0","0"
"70003","0","0","0"
"70010","0","0","0"
"70017","0","0","0"
"70024","0","0","0"
"70031","0","0","0"
"70038","0","0","0"
"70045","0","0","0"
"70052","0","0","0"
"70059","0","0","0"
"70066","0","0","0"
"70073","0","0","0"
"70080","0","0","0"
"70087","0","0","0"
"70094","0","0","0"
"70101","0","0","0"
"70108","1","1","1"
"70115","0","0","0"
"70122","0","0","0"
"70129","0","0","0"
"70136","0","0","0"
"70143","0","0","0"
"70150","0","0","0"
"70157","0","0","0"
"70164","0","0","0"
"70171","0","0","0"
"70178","0","0","0"
"70185","0","0","0"
"70192","0","0","0"
"70199","0","0","0"
"70206","1","1","1"
"70213","0","0","0"
"70220","0","0","0"
"70227","1","1","1"
"70234","1","1","1"
"70241","0","0","0"
"70248","0","0","0"
"70255","0","0","0"
"70262","0","0","0"
"70269","0","0","0"
"70276","0","0","0"
"70283","0","0","0"
"70290","0","0","0"
"70297","0","0","0"
"70304","0","0","0"
"70311","0","0","0"
"70318","0","0","0"
"70325","0","0","0"
"70332","0","0","0"
"70339","0","0","0"
"70346","0","0","0"
"70353","0","0","0"
"70360","0","0","0"
"70367","0","0","0"
"70374","0","0","0"
"70381","0","0","0"
"70388","0","0","0"
"70395","0","0","0"
"70402","0","0","0"
"70409","0","0","0"
"70416","0","0","0"
"70423","0","0","0"
"70430","0","0","0"
"70437","0","0","0"
"70444","1","1","1"
"70451","0","0","0"
"70458","0","0","0"
"70465","0","0","0"
"70472","0","0","0"
"70479","1","1","1"
"70486","1","1","1"
"70493","0","0","0"
"70500","0","0","0"
"70507","1","1","1"
"70514","0","0","0"
"70521","0","0","0"
"70528","0","0","0"
"70535","0","0","0"
"70542","0","0","0"
"70549","0","0","0"
"70556","0","0","0"
"70563","0","0","0"
"70570","0","0","0"
"70577","0","0","0"
"70584","0","0","0"
"70591","0","0","0"
"70598","0","0","0"
"70605","0","0","0"
"70612","0","0","0"
"70619","0","0","0"
"70626","0","0","0"
"70633","0","0","0"
"70640","0","0","0"
"70647","1","1","1"
"70654","0","0","0"
"70661","0","0","0"
"70668","0","0","0"
"70675","0","0","0"
"70682","0","0","0"
"70689","0","0","0"
"70696","0","0","0"
"70703","0","0","0"
"70710","0","0","0"
"70717","0","0","0"
"70724","0","0","0"
"70731","0","0","0"
"70738","0","0","0"
"70745","1","1","1"
"70752","0","0","0"
"70759","0","0","0"
"70766","1","1","1"
"70773","0","0","0"
"70780","0","0","0"
"70787","0","0","0"
"70794","1","1","1"
"70809","1","1","1"
"70816","0","0","0"
"70823","0","0","0"
"70830","0","0","0"
"70837","0","0","0"
"70844","0","0","0"
"70851","0","0","0"
"70858","0","0","0"
"70865","0","0","0"
"70872","0","0","0"
"70879","1","1","1"
"70886","0","0","0"
"70893","0","0","0"
"70900","0","0","0"
"70907","0","0","0"
"70914","0","0","0"
"70921","0","0","0"
"70928","0","0","0"
"70935","1","1","1"
"70942","0","0","0"
"70949","0","0","0"
"70956","0","0","0"
"70963","0","0","0"
"70970","0","0","0"
"70977","0","0","0"
"70984","0","0","0"
"70991","0","0","0"
"70998","0","0","0"
"71005","0","0","0"
"71012","0","0","0"
"71019","0","0","0"
"71026","0","0","0"
"71033","0","0","0"
"71040","0","0","0"
"71047","0","0","0"
"71054","0","0","0"
"71061","0","0","0"
"71068","0","0","0"
"71075","0","0","0"
"71082","0","0","0"
"71089","0","0","0"
"71096","0","0","0"
"71103","0","0","0"
"71110","0","0","0"
"71117","0","0","0"
"71124","0","0","0"
"71131","0","0","0"
"71138","0","0","0"
"71145","0","0","0"
"71152","0","0","0"
"71159","0","0","0"
"71166","0","0","0"
"71173","0","0","0"
"71180","0","0","0"
"71187","0","0","0"
"71194","0","0","0"
"71201","0","0","0"
"71208","0","0","0"
"71215","0","0","0"
"71222","0","0","0"
"71229","0","0","0"
"71236","0","0","0"
"71243","0","0","0"
"71250","0","0","0"
"71257","0","0","0"
"71264","1","1","1"
"71271","1","1","1"
"71278","0","0","0"
"71285","0","0","0"
"71292","0","0","0"
"71299","0","0","0"
"71306","0","0","0"
"71313","0","0","0"
"71320","0","0","0"
"71327","0","0","0"
"71334","0","0","0"
"71341","0","0","0"
"71348","0","0","0"
"71355","0","0","0"
"71362","1","1","1"
"71369","0","0","0"
"71376","0","0","0"
"71383","0","0","0"
"71390","0","0","0"
"71397","0","0","0"
"71404","0","0","0"
"71411","0","0","0"
"71418","0","0","0"
"71425","0","0","0"
"71432","0","0","0"
"71439","0","0","0"
"71446","0","0","0"
"71453","0","0","0"
"71460","0","0","0"
"71467","0","0","0"
"71474","0","0","0"
"71481","0","0","0"
"71488","0","0","0"
"71495","0","0","0"
"71502","0","0","0"
"71509","0","0","0"
"71516","0","0","0"
"71523","1","1","1"
"71530","0","0","0"
"71537","0","0","0"
"71544","0","0","0"
"71551","0","0","0"
"71558","0","0","0"
"71565","0","0","0"
"71572","0","0","0"
"71579","0","0","0"
"71586","0","0","0"
"71593","1","1","1"
"71600","0","0","0"
"71607","1","1","1"
"71614","0","0","0"
"71621","0","0","0"
"71628","0","0","0"
"71635","0","0","0"
"71642","0","0","0"
"71649","0","0","0"
"71656","0","0","0"
"71663","0","0","0"
"71670","0","0","0"
"71677","0","0","0"
"71684","0","0","0"
"71691","0","0","0"
"71698","0","0","0"
"71705","0","0","0"
"71712","0","0","0"
"71719","0","0","0"
"71726","0","0","0"
"71733","0","0","0"
"71740","0","0","0"
"71747","0","0","0"
"71754","0","0","0"
"71761","0","0","0"
"71768","0","0","0"
"71775","0","0","0"
"71782","0","0","0"
"71789","1","1","1"
"71796","0","0","0"
"71803","0","0","0"
"71810","0","0","0"
"71817","0","0","0"
"71824","0","0","0"
"71831","0","0","0"
"71838","0","0","0"
"71845","0","0","0"
"71852","0","0","0"
"71859","0","0","0"
"71866","0","0","0"
"71873","0","0","0"
"71884","0","0","0"
"71899","0","0","0"
"71906","0","0","0"
"71913","0","0","0"
"71920","0","0","0"
"71927","0","0","0"
"71934","0","0","0"
"71941","1","1","1"
"71948","0","0","0"
"71955","0","0","0"
"71962","0","0","0"
"71969","0","0","0"
"71976","0","0","0"
"71983","0","0","0"
"71990","0","0","0"
"71997","1","1","1"
"72004","0","0","0"
"72011","0","0","0"
"72018","1","1","1"
"72025","0","0","0"
"72032","0","0","0"
"72039","0","0","0"
"72046","0","0","0"
"72053","0","0","0"
"72060","0","0","0"
"72067","0","0","0"
"72074","0","0","0"
"72081","0","0","0"
"72088","0","0","0"
"72095","0","0","0"
"72102","1","1","1"
"72109","0","0","0"
"72116","0","0","0"
"72123","0","0","0"
"72130","1","1","1"
"72137","0","0","0"
"72144","0","0","0"
"72151","0","0","0"
"72158","0","0","0"
"72165","0","0","0"
"72172","1","1","1"
"72179","0","0","0"
"72186","0","0","0"
"72193","0","0","0"
"72200","0","0","0"
"72207","0","0","0"
"72214","1","1","1"
"72221","0","0","0"
"72228","0","0","0"
"72235","1","1","1"
