"Step","still-disco-8 - step_crash","still-disco-8 - step_crash__MIN","still-disco-8 - step_crash__MAX"
"19532","0","0","0"
"19544","0","0","0"
"19552","0","0","0"
"19554","0","0","0"
"19560","0","0","0"
"19562","0","0","0"
"19566","0","0","0"
"19570","0","0","0"
"19574","0","0","0"
"19576","0","0","0"
"19580","0","0","0"
"19586","0","0","0"
"19590","0","0","0"
"19594","0","0","0"
"19598","0","0","0"
"19600","0","0","0"
"19602","1","1","1"
"19604","0","0","0"
"19614","0","0","0"
"19624","0","0","0"
"19628","0","0","0"
"19630","0","0","0"
"19632","0","0","0"
"19634","0","0","0"
"19642","0","0","0"
"19648","0","0","0"
"19650","0","0","0"
"19652","0","0","0"
"19654","0","0","0"
"19656","0","0","0"
"19660","0","0","0"
"19666","0","0","0"
"19668","0","0","0"
"19672","0","0","0"
"19676","0","0","0"
"19682","0","0","0"
"19684","0","0","0"
"19688","0","0","0"
"19694","0","0","0"
"19696","0","0","0"
"19702","0","0","0"
"19704","0","0","0"
"19706","0","0","0"
"19708","0","0","0"
"19710","0","0","0"
"19712","0","0","0"
"19714","1","1","1"
"19722","0","0","0"
"19724","0","0","0"
"19726","0","0","0"
"19728","1","1","1"
"19730","0","0","0"
"19732","0","0","0"
"19736","0","0","0"
"19744","0","0","0"
"19746","0","0","0"
"19748","0","0","0"
"19754","0","0","0"
"19756","0","0","0"
"19758","0","0","0"
"19766","0","0","0"
"19768","1","1","1"
"19774","0","0","0"
"19786","0","0","0"
"19788","1","1","1"
"19790","0","0","0"
"19796","0","0","0"
"19798","0","0","0"
"19800","0","0","0"
"19806","0","0","0"
"19808","0","0","0"
"19814","0","0","0"
"19816","0","0","0"
"19818","0","0","0"
"19822","0","0","0"
"19826","0","0","0"
"19832","0","0","0"
"19834","0","0","0"
"19836","0","0","0"
"19838","0","0","0"
"19840","0","0","0"
"19848","0","0","0"
"19852","0","0","0"
"19858","0","0","0"
"19866","0","0","0"
"19868","0","0","0"
"19874","0","0","0"
"19878","0","0","0"
"19880","0","0","0"
"19884","0","0","0"
"19886","0","0","0"
"19890","0","0","0"
"19894","0","0","0"
"19898","0","0","0"
"19900","0","0","0"
"19902","0","0","0"
"19904","0","0","0"
"19906","0","0","0"
"19910","0","0","0"
"19914","1","1","1"
"19916","0","0","0"
"19918","0","0","0"
"19920","0","0","0"
"19922","0","0","0"
"19928","0","0","0"
"19930","0","0","0"
"19932","0","0","0"
"19934","0","0","0"
"19936","0","0","0"
"19938","0","0","0"
"19942","0","0","0"
"19944","0","0","0"
"19946","0","0","0"
"19948","0","0","0"
"19956","0","0","0"
"19960","0","0","0"
"19964","0","0","0"
"19968","0","0","0"
"19974","0","0","0"
"19978","0","0","0"
"19980","0","0","0"
"19984","0","0","0"
"19990","0","0","0"
"19992","0","0","0"
"19996","0","0","0"
"19998","0","0","0"
"20004","0","0","0"
"20006","0","0","0"
"20010","0","0","0"
"20016","0","0","0"
"20022","0","0","0"
"20024","0","0","0"
"20028","0","0","0"
"20034","0","0","0"
"20036","0","0","0"
"20040","0","0","0"
"20046","0","0","0"
"20052","0","0","0"
"20054","0","0","0"
"20056","0","0","0"
"20058","0","0","0"
"20060","0","0","0"
"20064","0","0","0"
"20066","0","0","0"
"20070","0","0","0"
"20072","0","0","0"
"20074","0","0","0"
"20076","0","0","0"
"20086","0","0","0"
"20088","0","0","0"
"20092","0","0","0"
"20096","0","0","0"
"20106","0","0","0"
"20114","0","0","0"
"20116","0","0","0"
"20118","0","0","0"
"20120","0","0","0"
"20122","0","0","0"
"20130","0","0","0"
"20136","0","0","0"
"20138","0","0","0"
"20140","0","0","0"
"20152","0","0","0"
"20154","0","0","0"
"20156","0","0","0"
"20160","0","0","0"
"20164","0","0","0"
"20174","0","0","0"
"20176","0","0","0"
"20178","0","0","0"
"20180","0","0","0"
"20186","0","0","0"
"20190","0","0","0"
"20192","0","0","0"
"20194","0","0","0"
"20198","0","0","0"
"20204","0","0","0"
"20206","0","0","0"
"20208","0","0","0"
"20210","0","0","0"
"20214","0","0","0"
"20220","1","1","1"
"20224","0","0","0"
"20226","0","0","0"
"20228","0","0","0"
"20230","0","0","0"
"20234","0","0","0"
"20236","0","0","0"
"20240","0","0","0"
"20242","0","0","0"
"20246","0","0","0"
"20250","1","1","1"
"20254","0","0","0"
"20256","0","0","0"
"20258","0","0","0"
"20260","0","0","0"
"20266","0","0","0"
"20270","0","0","0"
"20272","0","0","0"
"20276","0","0","0"
"20278","0","0","0"
"20280","1","1","1"
"20282","0","0","0"
"20284","0","0","0"
"20286","0","0","0"
"20290","0","0","0"
"20292","0","0","0"
"20294","0","0","0"
"20304","0","0","0"
"20310","0","0","0"
"20314","0","0","0"
"20316","0","0","0"
"20322","0","0","0"
"20324","0","0","0"
"20326","0","0","0"
"20332","0","0","0"
"20336","0","0","0"
"20340","0","0","0"
"20342","0","0","0"
"20346","0","0","0"
"20356","0","0","0"
"20358","0","0","0"
"20362","0","0","0"
"20364","0","0","0"
"20376","0","0","0"
"20378","0","0","0"
"20380","0","0","0"
"20388","0","0","0"
"20396","0","0","0"
"20398","0","0","0"
"20402","0","0","0"
"20404","0","0","0"
"20408","0","0","0"
"20410","0","0","0"
"20414","0","0","0"
"20416","0","0","0"
"20420","0","0","0"
"20424","0","0","0"
"20434","0","0","0"
"20436","0","0","0"
"20438","0","0","0"
"20444","0","0","0"
"20446","0","0","0"
"20448","0","0","0"
"20450","0","0","0"
"20454","0","0","0"
"20456","0","0","0"
"20466","0","0","0"
"20470","0","0","0"
"20472","0","0","0"
"20474","0","0","0"
"20482","0","0","0"
"20484","0","0","0"
"20486","0","0","0"
"20488","0","0","0"
"20490","0","0","0"
"20492","0","0","0"
"20494","0","0","0"
"20498","0","0","0"
"20500","0","0","0"
"20504","0","0","0"
"20508","0","0","0"
"20510","0","0","0"
"20514","0","0","0"
"20518","0","0","0"
"20524","0","0","0"
"20528","0","0","0"
"20532","0","0","0"
"20534","0","0","0"
"20536","0","0","0"
"20538","0","0","0"
"20540","0","0","0"
"20542","0","0","0"
"20554","0","0","0"
"20558","0","0","0"
"20560","0","0","0"
"20562","0","0","0"
"20564","0","0","0"
"20566","0","0","0"
"20568","0","0","0"
"20570","0","0","0"
"20572","0","0","0"
"20574","0","0","0"
"20576","0","0","0"
"20584","0","0","0"
"20592","0","0","0"
"20594","0","0","0"
"20596","0","0","0"
"20598","0","0","0"
"20602","0","0","0"
"20604","0","0","0"
"20612","1","1","1"
"20614","0","0","0"
"20616","0","0","0"
"20620","0","0","0"
"20624","0","0","0"
"20626","0","0","0"
"20638","0","0","0"
"20640","0","0","0"
"20644","0","0","0"
"20652","0","0","0"
"20654","0","0","0"
"20662","1","1","1"
"20666","1","1","1"
"20668","0","0","0"
"20672","0","0","0"
"20674","0","0","0"
"20680","0","0","0"
"20682","0","0","0"
"20684","0","0","0"
"20686","0","0","0"
"20692","0","0","0"
"20706","0","0","0"
"20708","0","0","0"
"20710","0","0","0"
"20714","0","0","0"
"20720","0","0","0"
"20722","0","0","0"
"20724","0","0","0"
"20726","0","0","0"
"20728","0","0","0"
"20730","0","0","0"
"20734","0","0","0"
"20736","0","0","0"
"20738","0","0","0"
"20748","0","0","0"
"20752","0","0","0"
"20762","0","0","0"
"20766","0","0","0"
"20768","0","0","0"
"20776","0","0","0"
"20780","0","0","0"
"20784","0","0","0"
"20788","0","0","0"
"20794","0","0","0"
"20796","0","0","0"
"20804","0","0","0"
"20814","0","0","0"
"20818","0","0","0"
"20826","1","1","1"
"20828","0","0","0"
"20830","0","0","0"
"20832","0","0","0"
"20834","0","0","0"
"20838","0","0","0"
"20840","0","0","0"
"20842","0","0","0"
"20846","0","0","0"
"20848","0","0","0"
"20850","0","0","0"
"20852","0","0","0"
"20856","0","0","0"
"20858","0","0","0"
"20860","0","0","0"
"20862","0","0","0"
"20872","0","0","0"
"20876","0","0","0"
"20878","0","0","0"
"20880","0","0","0"
"20882","0","0","0"
"20886","0","0","0"
"20888","0","0","0"
"20890","0","0","0"
"20892","0","0","0"
"20894","0","0","0"
"20896","0","0","0"
"20898","0","0","0"
"20902","0","0","0"
"20904","0","0","0"
"20906","0","0","0"
"20908","0","0","0"
"20916","0","0","0"
"20918","0","0","0"
"20920","0","0","0"
"20922","0","0","0"
"20926","0","0","0"
"20930","0","0","0"
"20934","0","0","0"
"20936","0","0","0"
"20938","0","0","0"
"20948","0","0","0"
"20950","0","0","0"
"20952","0","0","0"
"20954","0","0","0"
"20962","0","0","0"
"20964","0","0","0"
"20966","1","1","1"
"20970","0","0","0"
"20974","0","0","0"
"20978","0","0","0"
"20980","0","0","0"
"20982","0","0","0"
"20988","0","0","0"
"20990","0","0","0"
"20992","0","0","0"
"20994","0","0","0"
"20996","0","0","0"
"21002","0","0","0"
"21006","0","0","0"
"21008","0","0","0"
"21010","0","0","0"
"21014","0","0","0"
"21016","0","0","0"
"21022","0","0","0"
"21024","0","0","0"
"21026","0","0","0"
"21028","0","0","0"
"21030","0","0","0"
"21044","0","0","0"
"21046","0","0","0"
"21048","0","0","0"
"21052","0","0","0"
"21054","0","0","0"
"21056","0","0","0"
"21058","0","0","0"
"21060","0","0","0"
"21062","0","0","0"
"21070","0","0","0"
"21076","0","0","0"
"21078","0","0","0"
"21086","0","0","0"
"21088","0","0","0"
"21090","0","0","0"
"21092","0","0","0"
"21096","0","0","0"
"21098","0","0","0"
"21100","0","0","0"
"21102","0","0","0"
"21106","0","0","0"
"21108","0","0","0"
"21118","0","0","0"
"21124","0","0","0"
"21130","0","0","0"
"21132","0","0","0"
"21134","0","0","0"
"21140","0","0","0"
"21146","0","0","0"
"21156","0","0","0"
"21158","0","0","0"
"21160","0","0","0"
"21162","0","0","0"
"21166","1","1","1"
"21168","0","0","0"
"21170","0","0","0"
"21180","0","0","0"
"21182","0","0","0"
"21184","0","0","0"
"21186","0","0","0"
"21188","0","0","0"
"21192","0","0","0"
"21194","0","0","0"
"21196","0","0","0"
"21198","1","1","1"
"21200","0","0","0"
"21202","0","0","0"
"21204","0","0","0"
"21208","0","0","0"
"21210","0","0","0"
"21212","0","0","0"
"21222","0","0","0"
"21224","0","0","0"
"21226","0","0","0"
"21228","0","0","0"
"21236","0","0","0"
"21242","0","0","0"
"21244","0","0","0"
"21254","0","0","0"
"21256","0","0","0"
"21258","0","0","0"
"21260","0","0","0"
"21262","0","0","0"
"21264","0","0","0"
"21266","0","0","0"
"21268","0","0","0"
"21274","0","0","0"
"21276","0","0","0"
"21278","0","0","0"
"21280","0","0","0"
"21286","0","0","0"
"21288","0","0","0"
"21290","0","0","0"
"21294","0","0","0"
"21296","1","1","1"
"21298","0","0","0"
"21300","0","0","0"
"21302","0","0","0"
"21306","0","0","0"
"21310","0","0","0"
"21312","0","0","0"
"21314","0","0","0"
"21316","0","0","0"
"21318","0","0","0"
"21320","0","0","0"
"21324","0","0","0"
"21328","0","0","0"
"21334","0","0","0"
"21338","0","0","0"
"21340","0","0","0"
"21342","0","0","0"
"21348","0","0","0"
"21350","0","0","0"
"21362","0","0","0"
"21368","0","0","0"
"21370","0","0","0"
"21372","0","0","0"
"21374","0","0","0"
"21376","0","0","0"
"21386","0","0","0"
"21390","0","0","0"
"21396","0","0","0"
"21400","0","0","0"
"21410","0","0","0"
"21414","0","0","0"
"21418","0","0","0"
"21426","0","0","0"
"21430","0","0","0"
"21436","0","0","0"
"21440","1","1","1"
"21442","0","0","0"
"21450","0","0","0"
"21452","0","0","0"
"21456","1","1","1"
"21460","0","0","0"
"21462","0","0","0"
"21464","0","0","0"
"21470","0","0","0"
"21472","0","0","0"
"21476","0","0","0"
"21478","0","0","0"
"21480","0","0","0"
"21486","0","0","0"
"21490","0","0","0"
"21496","0","0","0"
"21498","0","0","0"
"21502","0","0","0"
"21506","0","0","0"
"21508","0","0","0"
"21510","0","0","0"
"21518","0","0","0"
"21520","0","0","0"
"21526","0","0","0"
"21530","0","0","0"
"21532","0","0","0"
"21534","0","0","0"
"21540","0","0","0"
"21544","0","0","0"
"21546","0","0","0"
"21550","0","0","0"
"21558","0","0","0"
"21560","0","0","0"
"21562","0","0","0"
"21564","0","0","0"
"21568","0","0","0"
"21570","0","0","0"
"21574","0","0","0"
"21578","0","0","0"
"21580","1","1","1"
"21584","0","0","0"
"21586","0","0","0"
"21588","0","0","0"
"21590","0","0","0"
"21594","0","0","0"
"21596","0","0","0"
"21598","0","0","0"
"21600","0","0","0"
"21602","0","0","0"
"21612","0","0","0"
"21620","0","0","0"
"21626","0","0","0"
"21628","0","0","0"
"21634","0","0","0"
"21638","0","0","0"
"21640","0","0","0"
"21650","0","0","0"
"21654","0","0","0"
"21660","0","0","0"
"21666","0","0","0"
"21668","0","0","0"
"21670","0","0","0"
"21672","0","0","0"
"21674","0","0","0"
"21678","0","0","0"
"21680","0","0","0"
"21682","0","0","0"
"21684","0","0","0"
"21688","0","0","0"
"21708","0","0","0"
"21712","0","0","0"
"21714","0","0","0"
"21716","0","0","0"
"21720","0","0","0"
"21724","0","0","0"
"21738","0","0","0"
"21746","0","0","0"
"21748","0","0","0"
"21750","0","0","0"
"21754","0","0","0"
"21756","0","0","0"
"21760","0","0","0"
"21762","1","1","1"
"21768","0","0","0"
"21770","0","0","0"
"21772","0","0","0"
"21778","0","0","0"
"21784","0","0","0"
"21786","0","0","0"
"21788","0","0","0"
"21794","0","0","0"
"21796","0","0","0"
"21798","0","0","0"
"21806","0","0","0"
"21808","0","0","0"
"21810","0","0","0"
"21812","0","0","0"
"21818","0","0","0"
"21820","0","0","0"
"21824","1","1","1"
"21826","0","0","0"
"21828","0","0","0"
"21830","0","0","0"
"21834","0","0","0"
"21846","0","0","0"
"21848","0","0","0"
"21850","1","1","1"
"21852","0","0","0"
"21860","0","0","0"
"21864","0","0","0"
"21874","0","0","0"
"21876","0","0","0"
"21880","0","0","0"
"21882","0","0","0"
"21886","0","0","0"
"21888","0","0","0"
"21890","0","0","0"
"21892","0","0","0"
"21900","0","0","0"
"21902","0","0","0"
"21906","0","0","0"
"21916","0","0","0"
"21922","0","0","0"
"21930","0","0","0"
"21934","0","0","0"
"21938","0","0","0"
"21940","0","0","0"
"21942","0","0","0"
"21946","1","1","1"
"21948","0","0","0"
"21950","0","0","0"
"21956","0","0","0"
"21960","0","0","0"
"21962","0","0","0"
"21964","0","0","0"
"21966","0","0","0"
"21968","0","0","0"
"21970","0","0","0"
"21974","0","0","0"
"21976","0","0","0"
"21978","0","0","0"
"21980","0","0","0"
"21982","0","0","0"
"21988","0","0","0"
"21992","0","0","0"
"21994","0","0","0"
"21996","0","0","0"
"22000","0","0","0"
"22004","0","0","0"
"22008","0","0","0"
"22010","0","0","0"
"22012","0","0","0"
"22016","0","0","0"
"22020","0","0","0"
"22030","0","0","0"
"22032","0","0","0"
"22034","0","0","0"
"22036","0","0","0"
"22040","0","0","0"
"22048","0","0","0"
"22060","0","0","0"
"22062","0","0","0"
"22064","0","0","0"
"22066","0","0","0"
"22070","0","0","0"
"22072","0","0","0"
"22078","0","0","0"
"22082","0","0","0"
"22090","0","0","0"
"22092","0","0","0"
"22094","0","0","0"
"22096","0","0","0"
"22100","1","1","1"
"22104","0","0","0"
"22110","0","0","0"
"22112","0","0","0"
"22114","0","0","0"
"22116","0","0","0"
"22118","0","0","0"
"22122","0","0","0"
"22124","0","0","0"
"22126","0","0","0"
"22128","0","0","0"
"22130","1","1","1"
"22132","0","0","0"
"22134","0","0","0"
"22136","0","0","0"
"22138","0","0","0"
"22140","0","0","0"
"22142","0","0","0"
"22144","0","0","0"
"22148","0","0","0"
"22150","0","0","0"
"22156","0","0","0"
"22158","0","0","0"
"22160","0","0","0"
"22162","0","0","0"
"22166","0","0","0"
"22168","0","0","0"
"22170","0","0","0"
"22178","0","0","0"
"22184","0","0","0"
"22186","0","0","0"
"22188","0","0","0"
"22190","0","0","0"
"22192","0","0","0"
"22194","0","0","0"
"22196","0","0","0"
"22200","0","0","0"
"22202","0","0","0"
"22208","0","0","0"
"22216","0","0","0"
"22218","0","0","0"
"22222","0","0","0"
"22224","0","0","0"
"22230","0","0","0"
"22232","1","1","1"
"22234","0","0","0"
"22238","0","0","0"
"22240","0","0","0"
"22242","0","0","0"
"22244","0","0","0"
"22246","0","0","0"
"22248","0","0","0"
"22250","0","0","0"
"22254","0","0","0"
"22256","0","0","0"
"22260","0","0","0"
"22262","0","0","0"
"22264","0","0","0"
"22272","0","0","0"
"22276","0","0","0"
"22278","0","0","0"
"22280","0","0","0"
"22284","0","0","0"
"22286","0","0","0"
"22290","0","0","0"
"22292","0","0","0"
"22294","0","0","0"
"22304","0","0","0"
"22306","0","0","0"
"22310","0","0","0"
"22316","0","0","0"
"22322","0","0","0"
"22330","1","1","1"
"22336","0","0","0"
"22338","0","0","0"
"22342","0","0","0"
"22346","0","0","0"
"22374","0","0","0"
"22376","0","0","0"
"22378","1","1","1"
"22388","0","0","0"
"22396","0","0","0"
"22398","0","0","0"
"22400","0","0","0"
"22402","0","0","0"
"22404","0","0","0"
"22406","0","0","0"
"22410","0","0","0"
"22414","0","0","0"
"22416","0","0","0"
"22420","0","0","0"
"22424","0","0","0"
"22428","0","0","0"
"22434","0","0","0"
"22438","0","0","0"
"22440","0","0","0"
"22444","0","0","0"
"22450","0","0","0"
"22452","0","0","0"
"22456","0","0","0"
"22458","0","0","0"
"22462","0","0","0"
"22464","1","1","1"
"22470","1","1","1"
"22472","0","0","0"
"22474","0","0","0"
"22476","1","1","1"
"22478","0","0","0"
"22482","0","0","0"
"22488","0","0","0"
"22496","0","0","0"
"22498","0","0","0"
"22500","0","0","0"
"22504","0","0","0"
"22506","1","1","1"
"22510","0","0","0"
"22518","0","0","0"
"22520","0","0","0"
"22522","0","0","0"
"22524","0","0","0"
"22526","0","0","0"
"22530","0","0","0"
"22532","0","0","0"
"22544","0","0","0"
"22548","0","0","0"
"22550","0","0","0"
"22552","0","0","0"
"22554","0","0","0"
"22556","0","0","0"
"22560","0","0","0"
"22562","0","0","0"
"22564","0","0","0"
"22566","0","0","0"
"22568","0","0","0"
"22570","0","0","0"
"22572","0","0","0"
"22574","0","0","0"
"22576","0","0","0"
"22580","0","0","0"
"22582","0","0","0"
"22584","0","0","0"
"22588","0","0","0"
"22590","0","0","0"
"22594","0","0","0"
"22598","0","0","0"
"22600","0","0","0"
"22602","0","0","0"
"22604","0","0","0"
"22612","0","0","0"
"22614","0","0","0"
"22618","0","0","0"
"22620","0","0","0"
"22622","0","0","0"
"22628","0","0","0"
"22634","0","0","0"
"22636","0","0","0"
"22642","1","1","1"
"22644","0","0","0"
"22646","0","0","0"
"22648","0","0","0"
"22650","0","0","0"
"22656","0","0","0"
"22662","0","0","0"
"22668","0","0","0"
"22676","0","0","0"
"22682","0","0","0"
"22684","0","0","0"
"22686","0","0","0"
"22694","0","0","0"
"22698","0","0","0"
"22712","0","0","0"
"22714","0","0","0"
"22716","0","0","0"
"22724","0","0","0"
"22730","0","0","0"
"22734","0","0","0"
"22738","0","0","0"
"22740","0","0","0"
"22742","0","0","0"
"22744","0","0","0"
"22746","0","0","0"
"22748","0","0","0"
"22750","0","0","0"
"22754","0","0","0"
"22756","0","0","0"
"22758","0","0","0"
"22760","0","0","0"
"22764","0","0","0"
"22770","0","0","0"
"22772","0","0","0"
"22776","0","0","0"
"22778","0","0","0"
"22780","0","0","0"
"22784","0","0","0"
"22788","0","0","0"
"22790","0","0","0"
"22792","0","0","0"
"22794","0","0","0"
"22798","0","0","0"
"22800","0","0","0"
"22802","0","0","0"
"22808","0","0","0"
"22812","0","0","0"
"22814","0","0","0"
"22822","0","0","0"
"22826","0","0","0"
"22830","0","0","0"
"22834","0","0","0"
"22838","0","0","0"
"22840","1","1","1"
"22848","0","0","0"
"22850","0","0","0"
"22852","0","0","0"
"22854","0","0","0"
"22858","0","0","0"
"22860","0","0","0"
"22862","0","0","0"
"22864","0","0","0"
"22866","0","0","0"
"22870","0","0","0"
"22872","0","0","0"
"22880","0","0","0"
"22882","0","0","0"
"22884","0","0","0"
"22886","0","0","0"
"22890","0","0","0"
"22906","1","1","1"
"22908","0","0","0"
"22910","0","0","0"
"22912","0","0","0"
"22914","0","0","0"
"22918","0","0","0"
"22920","0","0","0"
"22922","0","0","0"
"22926","0","0","0"
"22936","0","0","0"
"22938","0","0","0"
"22942","0","0","0"
"22952","0","0","0"
"22956","0","0","0"
"22958","0","0","0"
"22962","0","0","0"
"22966","0","0","0"
"22970","0","0","0"
"22978","0","0","0"
"22980","0","0","0"
"22982","0","0","0"
"22984","0","0","0"
"22994","0","0","0"
"22998","0","0","0"
"23000","0","0","0"
"23004","0","0","0"
"23006","0","0","0"
"23008","0","0","0"
"23014","0","0","0"
"23019","0","0","0"
"23028","0","0","0"
"23030","0","0","0"
"23034","0","0","0"
"23040","0","0","0"
"23046","1","1","1"
"23054","0","0","0"
"23056","0","0","0"
"23058","0","0","0"
"23060","0","0","0"
"23066","0","0","0"
"23068","0","0","0"
"23070","0","0","0"
"23072","0","0","0"
"23076","0","0","0"
"23078","1","1","1"
"23080","0","0","0"
"23084","0","0","0"
"23088","0","0","0"
"23090","1","1","1"
"23092","1","1","1"
"23094","0","0","0"
"23096","0","0","0"
"23112","0","0","0"
"23114","0","0","0"
"23116","0","0","0"
"23118","1","1","1"
"23120","0","0","0"
"23126","0","0","0"
"23128","0","0","0"
"23130","0","0","0"
"23136","0","0","0"
"23138","1","1","1"
"23144","0","0","0"
"23146","0","0","0"
"23150","0","0","0"
"23152","0","0","0"
"23154","0","0","0"
"23156","0","0","0"
"23158","0","0","0"
"23162","0","0","0"
"23164","0","0","0"
"23166","0","0","0"
"23172","0","0","0"
"23174","0","0","0"
"23180","0","0","0"
"23182","0","0","0"
"23186","0","0","0"
"23188","1","1","1"
"23190","0","0","0"
"23192","0","0","0"
"23194","0","0","0"
"23196","0","0","0"
"23202","0","0","0"
"23206","0","0","0"
"23210","0","0","0"
"23212","0","0","0"
"23218","1","1","1"
"23220","0","0","0"
"23224","0","0","0"
"23226","0","0","0"
"23228","0","0","0"
"23230","0","0","0"
"23232","0","0","0"
"23234","0","0","0"
"23236","0","0","0"
"23240","0","0","0"
"23242","0","0","0"
"23246","0","0","0"
"23250","0","0","0"
"23254","0","0","0"
"23258","0","0","0"
"23260","0","0","0"
"23262","0","0","0"
"23266","0","0","0"
"23268","0","0","0"
"23270","0","0","0"
"23272","0","0","0"
"23278","1","1","1"
"23284","0","0","0"
"23286","0","0","0"
"23288","0","0","0"
"23290","0","0","0"
"23294","0","0","0"
"23298","0","0","0"
"23300","0","0","0"
"23304","0","0","0"
"23308","0","0","0"
"23310","0","0","0"
"23312","0","0","0"
"23320","0","0","0"
"23322","0","0","0"
"23326","0","0","0"
"23328","0","0","0"
"23332","0","0","0"
"23334","0","0","0"
"23336","0","0","0"
"23338","0","0","0"
"23340","0","0","0"
"23346","1","1","1"
"23348","0","0","0"
"23362","0","0","0"
"23364","0","0","0"
"23366","0","0","0"
"23368","0","0","0"
"23370","0","0","0"
"23378","0","0","0"
"23382","1","1","1"
"23384","0","0","0"
"23386","0","0","0"
"23390","0","0","0"
"23392","0","0","0"
"23394","0","0","0"
"23396","0","0","0"
"23398","0","0","0"
"23406","0","0","0"
"23410","0","0","0"
"23414","1","1","1"
"23416","0","0","0"
"23418","0","0","0"
"23422","0","0","0"
"23426","0","0","0"
"23428","0","0","0"
"23430","0","0","0"
"23432","0","0","0"
"23436","0","0","0"
"23438","0","0","0"
"23442","0","0","0"
"23450","0","0","0"
"23452","0","0","0"
"23456","0","0","0"
"23464","0","0","0"
"23466","0","0","0"
"23470","1","1","1"
"23472","0","0","0"
"23474","0","0","0"
"23484","0","0","0"
"23486","0","0","0"
"23490","0","0","0"
"23492","0","0","0"
"23494","0","0","0"
"23496","0","0","0"
"23506","0","0","0"
"23512","0","0","0"
"23514","0","0","0"
"23516","0","0","0"
"23520","0","0","0"
"23526","0","0","0"
"23538","0","0","0"
"23542","0","0","0"
"23544","0","0","0"
"23548","0","0","0"
"23552","0","0","0"
"23558","0","0","0"
"23560","0","0","0"
"23562","0","0","0"
"23564","0","0","0"
"23572","1","1","1"
"23574","0","0","0"
"23580","0","0","0"
"23582","0","0","0"
"23588","1","1","1"
"23590","0","0","0"
"23592","0","0","0"
"23596","0","0","0"
"23598","0","0","0"
"23604","0","0","0"
"23610","0","0","0"
"23612","0","0","0"
"23614","0","0","0"
"23616","0","0","0"
"23618","0","0","0"
"23622","0","0","0"
"23628","0","0","0"
"23632","0","0","0"
"23634","0","0","0"
"23636","0","0","0"
"23640","0","0","0"
"23642","0","0","0"
"23648","0","0","0"
"23650","0","0","0"
"23654","0","0","0"
"23658","0","0","0"
"23660","0","0","0"
"23662","0","0","0"
"23664","0","0","0"
"23666","0","0","0"
"23668","0","0","0"
"23672","0","0","0"
"23686","0","0","0"
"23690","0","0","0"
"23700","0","0","0"
"23702","0","0","0"
"23704","0","0","0"
"23706","0","0","0"
"23708","0","0","0"
"23710","0","0","0"
"23712","0","0","0"
"23714","0","0","0"
"23720","0","0","0"
"23728","0","0","0"
"23730","0","0","0"
"23732","0","0","0"
"23738","0","0","0"
"23740","0","0","0"
"23744","0","0","0"
"23754","0","0","0"
"23756","1","1","1"
"23764","0","0","0"
"23770","0","0","0"
"23772","0","0","0"
"23774","0","0","0"
"23778","0","0","0"
"23782","0","0","0"
"23784","0","0","0"
"23788","0","0","0"
"23790","0","0","0"
"23792","0","0","0"
"23794","1","1","1"
"23796","0","0","0"
"23806","0","0","0"
"23808","0","0","0"
"23814","0","0","0"
"23816","0","0","0"
"23824","0","0","0"
"23826","0","0","0"
"23834","0","0","0"
"23836","0","0","0"
"23838","0","0","0"
"23844","0","0","0"
"23850","0","0","0"
"23852","0","0","0"
"23856","0","0","0"
"23858","0","0","0"
"23860","0","0","0"
"23864","0","0","0"
"23866","0","0","0"
"23868","0","0","0"
"23870","0","0","0"
"23872","0","0","0"
"23874","0","0","0"
"23880","0","0","0"
"23882","0","0","0"
"23884","0","0","0"
"23894","0","0","0"
"23898","0","0","0"
"23900","0","0","0"
"23902","0","0","0"
"23904","0","0","0"
"23912","0","0","0"
"23914","0","0","0"
"23918","0","0","0"
"23924","0","0","0"
"23928","0","0","0"
"23930","0","0","0"
"23934","0","0","0"
"23950","0","0","0"
"23952","0","0","0"
"23958","0","0","0"
"23960","0","0","0"
"23962","0","0","0"
"23964","0","0","0"
"23970","0","0","0"
"23974","0","0","0"
"23980","0","0","0"
"23982","0","0","0"
"23986","0","0","0"
"23988","0","0","0"
"23992","0","0","0"
"24000","0","0","0"
"24002","0","0","0"
"24004","0","0","0"
"24006","0","0","0"
"24014","0","0","0"
"24016","0","0","0"
"24018","0","0","0"
"24022","0","0","0"
"24024","0","0","0"
"24026","0","0","0"
"24028","0","0","0"
"24030","0","0","0"
"24032","0","0","0"
"24034","0","0","0"
"24036","0","0","0"
"24038","0","0","0"
"24044","0","0","0"
"24048","0","0","0"
"24058","0","0","0"
"24068","0","0","0"
"24070","0","0","0"
"24080","0","0","0"
"24084","0","0","0"
"24086","1","1","1"
"24088","0","0","0"
"24090","0","0","0"
"24096","0","0","0"
"24100","0","0","0"
"24102","0","0","0"
"24104","0","0","0"
"24108","0","0","0"
"24116","0","0","0"
"24118","1","1","1"
"24122","0","0","0"
"24124","0","0","0"
"24128","0","0","0"
"24130","0","0","0"
"24132","1","1","1"
"24134","0","0","0"
"24138","1","1","1"
"24146","0","0","0"
"24148","0","0","0"
"24150","0","0","0"
"24152","0","0","0"
"24154","0","0","0"
"24156","0","0","0"
"24158","1","1","1"
"24160","0","0","0"
"24162","0","0","0"
"24164","1","1","1"
"24166","0","0","0"
"24170","0","0","0"
"24172","1","1","1"
"24176","0","0","0"
"24180","0","0","0"
