"Step","still-disco-8 - step_crash","still-disco-8 - step_crash__MIN","still-disco-8 - step_crash__MAX"
"33764","0","0","0"
"33766","0","0","0"
"33768","0","0","0"
"33770","0","0","0"
"33776","0","0","0"
"33778","0","0","0"
"33782","0","0","0"
"33784","0","0","0"
"33786","0","0","0"
"33788","0","0","0"
"33790","0","0","0"
"33798","1","1","1"
"33808","0","0","0"
"33810","0","0","0"
"33812","0","0","0"
"33816","0","0","0"
"33818","0","0","0"
"33820","0","0","0"
"33822","0","0","0"
"33826","0","0","0"
"33832","0","0","0"
"33836","0","0","0"
"33838","0","0","0"
"33840","0","0","0"
"33842","0","0","0"
"33850","0","0","0"
"33852","0","0","0"
"33854","1","1","1"
"33860","0","0","0"
"33866","0","0","0"
"33870","0","0","0"
"33876","1","1","1"
"33878","0","0","0"
"33880","0","0","0"
"33882","0","0","0"
"33884","0","0","0"
"33890","0","0","0"
"33892","0","0","0"
"33896","0","0","0"
"33908","0","0","0"
"33910","0","0","0"
"33912","0","0","0"
"33914","1","1","1"
"33916","0","0","0"
"33918","0","0","0"
"33920","0","0","0"
"33926","0","0","0"
"33928","0","0","0"
"33930","0","0","0"
"33936","0","0","0"
"33946","1","1","1"
"33948","0","0","0"
"33952","0","0","0"
"33954","0","0","0"
"33956","0","0","0"
"33960","0","0","0"
"33962","0","0","0"
"33964","0","0","0"
"33970","0","0","0"
"33978","0","0","0"
"33992","0","0","0"
"33996","0","0","0"
"34002","0","0","0"
"34008","0","0","0"
"34010","0","0","0"
"34012","1","1","1"
"34016","0","0","0"
"34018","0","0","0"
"34022","0","0","0"
"34024","0","0","0"
"34030","0","0","0"
"34032","0","0","0"
"34040","0","0","0"
"34048","0","0","0"
"34052","0","0","0"
"34066","0","0","0"
"34070","1","1","1"
"34074","0","0","0"
"34076","0","0","0"
"34082","0","0","0"
"34084","0","0","0"
"34086","0","0","0"
"34088","0","0","0"
"34092","0","0","0"
"34094","0","0","0"
"34096","0","0","0"
"34098","0","0","0"
"34100","0","0","0"
"34102","0","0","0"
"34104","0","0","0"
"34106","0","0","0"
"34108","0","0","0"
"34114","0","0","0"
"34116","0","0","0"
"34118","0","0","0"
"34120","0","0","0"
"34124","1","1","1"
"34130","0","0","0"
"34134","0","0","0"
"34138","0","0","0"
"34140","0","0","0"
"34146","0","0","0"
"34148","0","0","0"
"34154","0","0","0"
"34170","0","0","0"
"34178","0","0","0"
"34180","0","0","0"
"34182","0","0","0"
"34184","0","0","0"
"34188","0","0","0"
"34194","0","0","0"
"34196","0","0","0"
"34200","1","1","1"
"34202","0","0","0"
"34210","0","0","0"
"34214","0","0","0"
"34220","0","0","0"
"34226","0","0","0"
"34228","0","0","0"
"34230","0","0","0"
"34232","0","0","0"
"34234","0","0","0"
"34236","0","0","0"
"34240","0","0","0"
"34242","0","0","0"
"34248","0","0","0"
"34250","0","0","0"
"34254","0","0","0"
"34258","0","0","0"
"34260","0","0","0"
"34266","0","0","0"
"34268","0","0","0"
"34270","0","0","0"
"34274","1","1","1"
"34276","0","0","0"
"34280","0","0","0"
"34282","0","0","0"
"34284","0","0","0"
"34290","0","0","0"
"34306","0","0","0"
"34310","0","0","0"
"34316","0","0","0"
"34320","0","0","0"
"34322","0","0","0"
"34326","0","0","0"
"34328","0","0","0"
"34330","0","0","0"
"34334","0","0","0"
"34338","0","0","0"
"34340","1","1","1"
"34344","0","0","0"
"34346","0","0","0"
"34352","1","1","1"
"34360","0","0","0"
"34362","0","0","0"
"34364","0","0","0"
"34366","0","0","0"
"34368","0","0","0"
"34374","0","0","0"
"34378","0","0","0"
"34388","0","0","0"
"34392","0","0","0"
"34394","0","0","0"
"34396","0","0","0"
"34398","0","0","0"
"34402","0","0","0"
"34406","0","0","0"
"34408","0","0","0"
"34412","0","0","0"
"34420","0","0","0"
"34422","0","0","0"
"34424","0","0","0"
"34430","0","0","0"
"34432","0","0","0"
"34434","0","0","0"
"34436","1","1","1"
"34440","0","0","0"
"34442","0","0","0"
"34444","0","0","0"
"34448","0","0","0"
"34452","1","1","1"
"34454","0","0","0"
"34456","0","0","0"
"34458","0","0","0"
"34464","0","0","0"
"34468","0","0","0"
"34472","0","0","0"
"34474","0","0","0"
"34476","0","0","0"
"34478","0","0","0"
"34480","0","0","0"
"34482","0","0","0"
"34484","0","0","0"
"34490","0","0","0"
"34492","0","0","0"
"34496","0","0","0"
"34500","0","0","0"
"34502","0","0","0"
"34506","0","0","0"
"34512","0","0","0"
"34514","0","0","0"
"34520","0","0","0"
"34522","0","0","0"
"34524","0","0","0"
"34532","0","0","0"
"34534","0","0","0"
"34538","0","0","0"
"34540","0","0","0"
"34548","0","0","0"
"34550","0","0","0"
"34556","0","0","0"
"34560","0","0","0"
"34562","0","0","0"
"34564","0","0","0"
"34566","0","0","0"
"34568","0","0","0"
"34570","0","0","0"
"34572","0","0","0"
"34578","0","0","0"
"34586","0","0","0"
"34594","0","0","0"
"34600","0","0","0"
"34602","0","0","0"
"34606","0","0","0"
"34608","0","0","0"
"34610","0","0","0"
"34622","0","0","0"
"34624","0","0","0"
"34626","0","0","0"
"34628","0","0","0"
"34630","0","0","0"
"34632","0","0","0"
"34638","0","0","0"
"34642","0","0","0"
"34644","0","0","0"
"34646","0","0","0"
"34648","0","0","0"
"34650","0","0","0"
"34660","0","0","0"
"34664","0","0","0"
"34668","0","0","0"
"34670","0","0","0"
"34674","1","1","1"
"34686","0","0","0"
"34694","0","0","0"
"34696","0","0","0"
"34706","0","0","0"
"34708","0","0","0"
"34716","0","0","0"
"34718","0","0","0"
"34720","0","0","0"
"34722","0","0","0"
"34724","0","0","0"
"34726","0","0","0"
"34728","0","0","0"
"34732","0","0","0"
"34736","1","1","1"
"34738","0","0","0"
"34740","0","0","0"
"34742","0","0","0"
"34744","0","0","0"
"34750","1","1","1"
"34760","0","0","0"
"34768","0","0","0"
"34770","0","0","0"
"34774","0","0","0"
"34778","0","0","0"
"34780","0","0","0"
"34786","0","0","0"
"34788","0","0","0"
"34790","0","0","0"
"34792","0","0","0"
"34800","0","0","0"
"34802","0","0","0"
"34804","0","0","0"
"34806","0","0","0"
"34824","0","0","0"
"34838","0","0","0"
"34840","0","0","0"
"34842","0","0","0"
"34846","0","0","0"
"34852","0","0","0"
"34856","0","0","0"
"34862","1","1","1"
"34864","0","0","0"
"34872","0","0","0"
"34874","0","0","0"
"34876","0","0","0"
"34884","0","0","0"
"34886","0","0","0"
"34888","0","0","0"
"34894","0","0","0"
"34896","0","0","0"
"34898","0","0","0"
"34900","0","0","0"
"34902","0","0","0"
"34904","1","1","1"
"34910","0","0","0"
"34924","1","1","1"
"34926","0","0","0"
"34930","0","0","0"
"34932","0","0","0"
"34934","0","0","0"
"34936","0","0","0"
"34942","0","0","0"
"34950","0","0","0"
"34952","1","1","1"
"34954","0","0","0"
"34962","1","1","1"
"34964","0","0","0"
"34970","0","0","0"
"34976","1","1","1"
"34980","0","0","0"
"34984","0","0","0"
"34986","0","0","0"
"34988","0","0","0"
"34994","0","0","0"
"34996","0","0","0"
"34998","0","0","0"
"35000","0","0","0"
"35002","0","0","0"
"35006","0","0","0"
"35008","0","0","0"
"35020","0","0","0"
"35032","0","0","0"
"35034","0","0","0"
"35040","0","0","0"
"35046","0","0","0"
"35048","0","0","0"
"35050","0","0","0"
"35054","0","0","0"
"35056","1","1","1"
"35058","0","0","0"
"35060","0","0","0"
"35062","0","0","0"
"35064","0","0","0"
"35066","0","0","0"
"35068","0","0","0"
"35070","0","0","0"
"35072","0","0","0"
"35074","0","0","0"
"35076","0","0","0"
"35084","0","0","0"
"35086","0","0","0"
"35088","0","0","0"
"35092","0","0","0"
"35102","0","0","0"
"35106","0","0","0"
"35108","0","0","0"
"35112","0","0","0"
"35114","0","0","0"
"35116","1","1","1"
"35120","0","0","0"
"35124","0","0","0"
"35128","0","0","0"
"35130","0","0","0"
"35136","0","0","0"
"35140","0","0","0"
"35146","0","0","0"
"35150","0","0","0"
"35154","0","0","0"
"35162","0","0","0"
"35164","0","0","0"
"35166","0","0","0"
"35168","0","0","0"
"35170","0","0","0"
"35172","0","0","0"
"35174","0","0","0"
"35176","0","0","0"
"35178","0","0","0"
"35180","0","0","0"
"35182","0","0","0"
"35184","0","0","0"
"35186","0","0","0"
"35190","0","0","0"
"35192","0","0","0"
"35194","0","0","0"
"35196","0","0","0"
"35198","0","0","0"
"35202","0","0","0"
"35204","0","0","0"
"35208","0","0","0"
"35210","0","0","0"
"35212","0","0","0"
"35216","0","0","0"
"35218","0","0","0"
"35220","0","0","0"
"35222","0","0","0"
"35224","0","0","0"
"35226","0","0","0"
"35228","0","0","0"
"35232","0","0","0"
"35234","0","0","0"
"35236","0","0","0"
"35238","0","0","0"
"35240","0","0","0"
"35246","0","0","0"
"35254","0","0","0"
"35256","0","0","0"
"35258","0","0","0"
"35262","0","0","0"
"35264","0","0","0"
"35266","0","0","0"
"35270","0","0","0"
"35272","0","0","0"
"35274","0","0","0"
"35280","1","1","1"
"35286","0","0","0"
"35290","0","0","0"
"35298","0","0","0"
"35302","0","0","0"
"35306","0","0","0"
"35308","0","0","0"
"35310","0","0","0"
"35312","1","1","1"
"35324","0","0","0"
"35330","0","0","0"
"35336","0","0","0"
"35338","0","0","0"
"35340","0","0","0"
"35342","0","0","0"
"35344","0","0","0"
"35346","0","0","0"
"35348","0","0","0"
"35358","0","0","0"
"35362","0","0","0"
"35366","0","0","0"
"35368","0","0","0"
"35370","1","1","1"
"35372","0","0","0"
"35374","0","0","0"
"35376","0","0","0"
"35380","0","0","0"
"35384","0","0","0"
"35388","0","0","0"
"35392","0","0","0"
"35394","0","0","0"
"35398","0","0","0"
"35400","0","0","0"
"35404","1","1","1"
"35406","0","0","0"
"35414","0","0","0"
"35416","1","1","1"
"35418","0","0","0"
"35424","0","0","0"
"35434","0","0","0"
"35438","0","0","0"
"35440","0","0","0"
"35446","0","0","0"
"35450","2","2","2"
"35452","0","0","0"
"35456","0","0","0"
"35458","0","0","0"
"35464","0","0","0"
"35466","0","0","0"
"35468","0","0","0"
"35470","1","1","1"
"35476","0","0","0"
"35478","0","0","0"
"35482","0","0","0"
"35488","1","1","1"
"35490","0","0","0"
"35494","0","0","0"
"35496","0","0","0"
"35498","0","0","0"
"35500","0","0","0"
"35502","0","0","0"
"35504","0","0","0"
"35506","1","1","1"
"35508","0","0","0"
"35510","1","1","1"
"35512","0","0","0"
"35514","0","0","0"
"35520","0","0","0"
"35522","0","0","0"
"35528","0","0","0"
"35532","0","0","0"
"35534","0","0","0"
"35538","0","0","0"
"35540","0","0","0"
"35544","0","0","0"
"35546","0","0","0"
"35548","0","0","0"
"35550","0","0","0"
"35556","0","0","0"
"35558","0","0","0"
"35560","0","0","0"
"35562","1","1","1"
"35564","0","0","0"
"35574","0","0","0"
"35576","0","0","0"
"35578","0","0","0"
"35580","0","0","0"
"35584","0","0","0"
"35586","0","0","0"
"35588","0","0","0"
"35590","0","0","0"
"35592","0","0","0"
"35596","0","0","0"
"35604","0","0","0"
"35614","0","0","0"
"35616","0","0","0"
"35618","0","0","0"
"35620","0","0","0"
"35622","0","0","0"
"35634","0","0","0"
"35638","0","0","0"
"35642","0","0","0"
"35648","0","0","0"
"35654","0","0","0"
"35656","0","0","0"
"35660","0","0","0"
"35676","0","0","0"
"35678","0","0","0"
"35682","0","0","0"
"35688","0","0","0"
"35692","0","0","0"
"35694","0","0","0"
"35700","0","0","0"
"35702","0","0","0"
"35706","0","0","0"
"35716","0","0","0"
"35722","0","0","0"
"35728","0","0","0"
"35730","0","0","0"
"35732","0","0","0"
"35734","0","0","0"
"35738","0","0","0"
"35740","1","1","1"
"35742","0","0","0"
"35744","0","0","0"
"35746","0","0","0"
"35750","1","1","1"
"35754","0","0","0"
"35758","0","0","0"
"35760","0","0","0"
"35762","0","0","0"
"35766","0","0","0"
"35768","0","0","0"
"35772","1","1","1"
"35780","0","0","0"
"35782","0","0","0"
"35784","0","0","0"
"35786","0","0","0"
"35800","0","0","0"
"35802","0","0","0"
"35804","0","0","0"
"35806","0","0","0"
"35808","0","0","0"
"35810","0","0","0"
"35812","0","0","0"
"35814","0","0","0"
"35816","0","0","0"
"35826","0","0","0"
"35830","0","0","0"
"35832","0","0","0"
"35834","0","0","0"
"35836","0","0","0"
"35838","0","0","0"
"35840","0","0","0"
"35842","0","0","0"
"35844","0","0","0"
"35846","0","0","0"
"35850","0","0","0"
"35856","0","0","0"
"35860","0","0","0"
"35862","0","0","0"
"35864","0","0","0"
"35866","0","0","0"
"35868","0","0","0"
"35870","0","0","0"
"35874","0","0","0"
"35880","0","0","0"
"35882","0","0","0"
"35886","0","0","0"
"35890","0","0","0"
"35892","0","0","0"
"35894","0","0","0"
"35898","0","0","0"
"35900","0","0","0"
"35902","0","0","0"
"35904","0","0","0"
"35906","0","0","0"
"35908","0","0","0"
"35912","0","0","0"
"35916","0","0","0"
"35924","0","0","0"
"35928","0","0","0"
"35936","0","0","0"
"35938","0","0","0"
"35942","0","0","0"
"35948","0","0","0"
"35950","0","0","0"
"35958","0","0","0"
"35968","0","0","0"
"35972","0","0","0"
"35974","0","0","0"
"35988","0","0","0"
"35990","1","1","1"
"35992","0","0","0"
"35998","1","1","1"
"36006","0","0","0"
"36008","0","0","0"
"36012","0","0","0"
"36014","0","0","0"
"36016","0","0","0"
"36018","1","1","1"
"36022","0","0","0"
"36024","0","0","0"
"36030","0","0","0"
"36034","0","0","0"
"36036","0","0","0"
"36038","0","0","0"
"36040","0","0","0"
"36044","0","0","0"
"36048","0","0","0"
"36054","1","1","1"
"36056","0","0","0"
"36058","0","0","0"
"36060","0","0","0"
"36066","0","0","0"
"36068","0","0","0"
"36076","0","0","0"
"36080","0","0","0"
"36084","0","0","0"
"36090","0","0","0"
"36094","0","0","0"
"36096","0","0","0"
"36098","0","0","0"
"36106","0","0","0"
"36108","0","0","0"
"36110","0","0","0"
"36114","0","0","0"
"36120","0","0","0"
"36126","0","0","0"
"36130","0","0","0"
"36138","0","0","0"
"36140","0","0","0"
"36144","0","0","0"
"36146","0","0","0"
"36150","0","0","0"
"36156","0","0","0"
"36158","0","0","0"
"36160","1","1","1"
"36166","0","0","0"
"36168","0","0","0"
"36170","0","0","0"
"36174","0","0","0"
"36176","0","0","0"
"36180","1","1","1"
"36182","0","0","0"
"36184","0","0","0"
"36190","0","0","0"
"36192","0","0","0"
"36196","0","0","0"
"36198","0","0","0"
"36206","0","0","0"
"36208","0","0","0"
"36212","0","0","0"
"36214","0","0","0"
"36216","0","0","0"
"36218","0","0","0"
"36222","0","0","0"
"36224","0","0","0"
"36226","0","0","0"
"36228","0","0","0"
"36232","0","0","0"
"36234","0","0","0"
"36236","0","0","0"
"36238","0","0","0"
"36240","1","1","1"
"36244","0","0","0"
"36248","0","0","0"
"36250","0","0","0"
"36252","0","0","0"
"36254","0","0","0"
"36266","0","0","0"
"36268","0","0","0"
"36278","1","1","1"
"36280","0","0","0"
"36284","0","0","0"
"36286","0","0","0"
"36288","0","0","0"
"36292","0","0","0"
"36294","0","0","0"
"36296","0","0","0"
"36298","0","0","0"
"36300","1","1","1"
"36304","0","0","0"
"36306","0","0","0"
"36308","0","0","0"
"36320","0","0","0"
"36322","0","0","0"
"36324","0","0","0"
"36326","0","0","0"
"36332","0","0","0"
"36334","0","0","0"
"36338","0","0","0"
"36346","0","0","0"
"36352","0","0","0"
"36354","0","0","0"
"36356","0","0","0"
"36358","0","0","0"
"36360","0","0","0"
"36362","0","0","0"
"36370","0","0","0"
"36374","1","1","1"
"36382","0","0","0"
"36386","0","0","0"
"36388","0","0","0"
"36392","0","0","0"
"36402","0","0","0"
"36404","0","0","0"
"36408","0","0","0"
"36410","0","0","0"
"36412","0","0","0"
"36414","0","0","0"
"36418","0","0","0"
"36420","0","0","0"
"36422","0","0","0"
"36424","0","0","0"
"36432","0","0","0"
"36436","0","0","0"
"36438","0","0","0"
"36440","0","0","0"
"36442","0","0","0"
"36448","0","0","0"
"36456","0","0","0"
"36458","0","0","0"
"36460","0","0","0"
"36462","0","0","0"
"36464","0","0","0"
"36470","0","0","0"
"36476","0","0","0"
"36478","0","0","0"
"36480","0","0","0"
"36482","0","0","0"
"36490","0","0","0"
"36492","0","0","0"
"36494","0","0","0"
"36496","0","0","0"
"36502","0","0","0"
"36506","0","0","0"
"36510","0","0","0"
"36512","0","0","0"
"36514","0","0","0"
"36516","0","0","0"
"36520","0","0","0"
"36522","0","0","0"
"36524","0","0","0"
"36526","0","0","0"
"36532","0","0","0"
"36536","1","1","1"
"36538","0","0","0"
"36540","0","0","0"
"36546","0","0","0"
"36550","0","0","0"
"36552","0","0","0"
"36554","0","0","0"
"36562","1","1","1"
"36570","0","0","0"
"36576","0","0","0"
"36580","0","0","0"
"36582","0","0","0"
"36586","0","0","0"
"36592","0","0","0"
"36598","0","0","0"
"36600","0","0","0"
"36602","0","0","0"
"36604","0","0","0"
"36606","0","0","0"
"36608","0","0","0"
"36610","0","0","0"
"36622","0","0","0"
"36644","0","0","0"
"36646","0","0","0"
"36650","0","0","0"
"36652","0","0","0"
"36654","0","0","0"
"36658","0","0","0"
"36660","0","0","0"
"36662","0","0","0"
"36666","0","0","0"
"36668","0","0","0"
"36670","0","0","0"
"36672","0","0","0"
"36678","0","0","0"
"36680","0","0","0"
"36682","0","0","0"
"36684","0","0","0"
"36686","0","0","0"
"36692","1","1","1"
"36696","0","0","0"
"36698","0","0","0"
"36702","0","0","0"
"36706","0","0","0"
"36708","0","0","0"
"36712","0","0","0"
"36714","0","0","0"
"36716","0","0","0"
"36722","0","0","0"
"36726","1","1","1"
"36728","1","1","1"
"36732","0","0","0"
"36740","0","0","0"
"36748","0","0","0"
"36752","0","0","0"
"36758","0","0","0"
"36762","0","0","0"
"36764","0","0","0"
"36766","0","0","0"
"36768","0","0","0"
"36776","0","0","0"
"36788","0","0","0"
"36790","0","0","0"
"36794","0","0","0"
"36796","0","0","0"
"36800","0","0","0"
"36802","0","0","0"
"36806","0","0","0"
"36812","0","0","0"
"36814","0","0","0"
"36816","0","0","0"
"36826","0","0","0"
"36832","0","0","0"
"36846","0","0","0"
"36852","0","0","0"
"36854","0","0","0"
"36858","0","0","0"
"36862","0","0","0"
"36866","0","0","0"
"36870","0","0","0"
"36872","0","0","0"
"36874","0","0","0"
"36880","0","0","0"
"36882","0","0","0"
"36888","0","0","0"
"36890","0","0","0"
"36892","0","0","0"
"36894","0","0","0"
"36896","0","0","0"
"36908","0","0","0"
"36914","0","0","0"
"36922","0","0","0"
"36924","0","0","0"
"36926","0","0","0"
"36928","0","0","0"
"36930","0","0","0"
"36936","0","0","0"
"36940","0","0","0"
"36944","0","0","0"
"36956","0","0","0"
"36958","0","0","0"
"36962","0","0","0"
"36966","0","0","0"
"36972","0","0","0"
"36978","0","0","0"
"36980","0","0","0"
"36982","0","0","0"
"36984","0","0","0"
"36988","0","0","0"
"36990","0","0","0"
"36996","0","0","0"
"36998","0","0","0"
"37000","1","1","1"
"37002","1","1","1"
"37004","0","0","0"
"37010","0","0","0"
"37012","1","1","1"
"37014","0","0","0"
"37018","0","0","0"
"37020","0","0","0"
"37022","0","0","0"
"37024","1","1","1"
"37028","0","0","0"
"37030","0","0","0"
"37034","0","0","0"
"37036","0","0","0"
"37038","1","1","1"
"37042","0","0","0"
"37048","0","0","0"
"37054","1","1","1"
"37056","2","2","2"
"37062","0","0","0"
"37064","0","0","0"
"37070","0","0","0"
"37072","0","0","0"
"37080","0","0","0"
"37082","0","0","0"
"37086","0","0","0"
"37088","0","0","0"
"37090","0","0","0"
"37092","0","0","0"
"37098","0","0","0"
"37100","0","0","0"
"37102","0","0","0"
"37104","0","0","0"
"37106","0","0","0"
"37108","0","0","0"
"37110","0","0","0"
"37126","0","0","0"
"37128","0","0","0"
"37132","1","1","1"
"37134","0","0","0"
"37140","0","0","0"
"37142","0","0","0"
"37150","0","0","0"
"37152","0","0","0"
"37154","1","1","1"
"37156","0","0","0"
"37160","0","0","0"
"37162","0","0","0"
"37172","0","0","0"
"37176","0","0","0"
"37178","0","0","0"
"37180","0","0","0"
"37182","0","0","0"
"37184","0","0","0"
"37188","0","0","0"
"37190","0","0","0"
"37198","0","0","0"
"37200","0","0","0"
"37204","0","0","0"
"37210","0","0","0"
"37212","0","0","0"
"37216","0","0","0"
"37220","0","0","0"
"37222","0","0","0"
"37226","0","0","0"
"37228","1","1","1"
"37230","0","0","0"
"37232","0","0","0"
"37234","0","0","0"
"37240","0","0","0"
"37246","0","0","0"
"37250","0","0","0"
"37254","0","0","0"
"37256","0","0","0"
"37260","0","0","0"
"37264","0","0","0"
"37266","0","0","0"
"37268","0","0","0"
"37274","0","0","0"
"37276","0","0","0"
"37278","0","0","0"
"37282","0","0","0"
"37284","0","0","0"
"37294","0","0","0"
"37296","0","0","0"
"37300","0","0","0"
"37310","0","0","0"
"37318","0","0","0"
"37320","0","0","0"
"37322","1","1","1"
"37326","0","0","0"
"37330","0","0","0"
"37332","0","0","0"
"37338","0","0","0"
"37342","0","0","0"
"37346","0","0","0"
"37348","0","0","0"
"37356","0","0","0"
"37358","0","0","0"
"37362","0","0","0"
"37372","0","0","0"
"37378","0","0","0"
"37388","0","0","0"
"37390","1","1","1"
"37396","0","0","0"
"37398","0","0","0"
"37400","0","0","0"
"37404","0","0","0"
"37406","0","0","0"
"37408","1","1","1"
"37410","0","0","0"
"37412","0","0","0"
"37418","0","0","0"
"37420","0","0","0"
"37422","0","0","0"
"37428","0","0","0"
"37430","0","0","0"
"37438","0","0","0"
